"","SampleID","variable","value","kingdom","supergroup","division","class","order","family","genus","species","taxon"
"129","Carboy1","Bacillariophyta_131",29596,"Eukaryota","Stramenopiles","Ochrophyta","Bacillariophyta","Bacillariophyta_X","Raphid-pennate","Fragilariopsis","Fragilariopsis_sublineata","Fragilariopsis_sublineata"
"130","B21","Bacillariophyta_131",9424,"Eukaryota","Stramenopiles","Ochrophyta","Bacillariophyta","Bacillariophyta_X","Raphid-pennate","Fragilariopsis","Fragilariopsis_sublineata","Fragilariopsis_sublineata"
"131","B32","Bacillariophyta_131",4539,"Eukaryota","Stramenopiles","Ochrophyta","Bacillariophyta","Bacillariophyta_X","Raphid-pennate","Fragilariopsis","Fragilariopsis_sublineata","Fragilariopsis_sublineata"
"132","Carboy8","Bacillariophyta_131",32444,"Eukaryota","Stramenopiles","Ochrophyta","Bacillariophyta","Bacillariophyta_X","Raphid-pennate","Fragilariopsis","Fragilariopsis_sublineata","Fragilariopsis_sublineata"
"133","B31","Bacillariophyta_131",4803,"Eukaryota","Stramenopiles","Ochrophyta","Bacillariophyta","Bacillariophyta_X","Raphid-pennate","Fragilariopsis","Fragilariopsis_sublineata","Fragilariopsis_sublineata"
"134","B42","Bacillariophyta_131",5777,"Eukaryota","Stramenopiles","Ochrophyta","Bacillariophyta","Bacillariophyta_X","Raphid-pennate","Fragilariopsis","Fragilariopsis_sublineata","Fragilariopsis_sublineata"
"135","blankMQ121118","Bacillariophyta_131",15544,"Eukaryota","Stramenopiles","Ochrophyta","Bacillariophyta","Bacillariophyta_X","Raphid-pennate","Fragilariopsis","Fragilariopsis_sublineata","Fragilariopsis_sublineata"
"136","Barrow_blank1","Bacillariophyta_131",12150,"Eukaryota","Stramenopiles","Ochrophyta","Bacillariophyta","Bacillariophyta_X","Raphid-pennate","Fragilariopsis","Fragilariopsis_sublineata","Fragilariopsis_sublineata"
"137","B41","Bacillariophyta_131",2899,"Eukaryota","Stramenopiles","Ochrophyta","Bacillariophyta","Bacillariophyta_X","Raphid-pennate","Fragilariopsis","Fragilariopsis_sublineata","Fragilariopsis_sublineata"
"138","Barrow_blank2","Bacillariophyta_131",1337,"Eukaryota","Stramenopiles","Ochrophyta","Bacillariophyta","Bacillariophyta_X","Raphid-pennate","Fragilariopsis","Fragilariopsis_sublineata","Fragilariopsis_sublineata"
"139","blankdry2","Bacillariophyta_131",0,"Eukaryota","Stramenopiles","Ochrophyta","Bacillariophyta","Bacillariophyta_X","Raphid-pennate","Fragilariopsis","Fragilariopsis_sublineata","Fragilariopsis_sublineata"
"140","blankFiltSW1","Bacillariophyta_131",37519,"Eukaryota","Stramenopiles","Ochrophyta","Bacillariophyta","Bacillariophyta_X","Raphid-pennate","Fragilariopsis","Fragilariopsis_sublineata","Fragilariopsis_sublineata"
"141","core_3","Bacillariophyta_131",26546,"Eukaryota","Stramenopiles","Ochrophyta","Bacillariophyta","Bacillariophyta_X","Raphid-pennate","Fragilariopsis","Fragilariopsis_sublineata","Fragilariopsis_sublineata"
"142","B53","Bacillariophyta_131",2709,"Eukaryota","Stramenopiles","Ochrophyta","Bacillariophyta","Bacillariophyta_X","Raphid-pennate","Fragilariopsis","Fragilariopsis_sublineata","Fragilariopsis_sublineata"
"143","dockslush_2","Bacillariophyta_131",8407,"Eukaryota","Stramenopiles","Ochrophyta","Bacillariophyta","Bacillariophyta_X","Raphid-pennate","Fragilariopsis","Fragilariopsis_sublineata","Fragilariopsis_sublineata"
"144","B13","Bacillariophyta_131",24176,"Eukaryota","Stramenopiles","Ochrophyta","Bacillariophyta","Bacillariophyta_X","Raphid-pennate","Fragilariopsis","Fragilariopsis_sublineata","Fragilariopsis_sublineata"
"145","dockslush_1","Bacillariophyta_131",5733,"Eukaryota","Stramenopiles","Ochrophyta","Bacillariophyta","Bacillariophyta_X","Raphid-pennate","Fragilariopsis","Fragilariopsis_sublineata","Fragilariopsis_sublineata"
"146","mock_1","Bacillariophyta_131",0,"Eukaryota","Stramenopiles","Ochrophyta","Bacillariophyta","Bacillariophyta_X","Raphid-pennate","Fragilariopsis","Fragilariopsis_sublineata","Fragilariopsis_sublineata"
"147","core_6","Bacillariophyta_131",3664,"Eukaryota","Stramenopiles","Ochrophyta","Bacillariophyta","Bacillariophyta_X","Raphid-pennate","Fragilariopsis","Fragilariopsis_sublineata","Fragilariopsis_sublineata"
"148","mock_2","Bacillariophyta_131",0,"Eukaryota","Stramenopiles","Ochrophyta","Bacillariophyta","Bacillariophyta_X","Raphid-pennate","Fragilariopsis","Fragilariopsis_sublineata","Fragilariopsis_sublineata"
"149","hero_11","Bacillariophyta_131",7352,"Eukaryota","Stramenopiles","Ochrophyta","Bacillariophyta","Bacillariophyta_X","Raphid-pennate","Fragilariopsis","Fragilariopsis_sublineata","Fragilariopsis_sublineata"
"150","hero_12","Bacillariophyta_131",2067,"Eukaryota","Stramenopiles","Ochrophyta","Bacillariophyta","Bacillariophyta_X","Raphid-pennate","Fragilariopsis","Fragilariopsis_sublineata","Fragilariopsis_sublineata"
"151","Carboy6","Bacillariophyta_131",35645,"Eukaryota","Stramenopiles","Ochrophyta","Bacillariophyta","Bacillariophyta_X","Raphid-pennate","Fragilariopsis","Fragilariopsis_sublineata","Fragilariopsis_sublineata"
"152","Carboy5","Bacillariophyta_131",17616,"Eukaryota","Stramenopiles","Ochrophyta","Bacillariophyta","Bacillariophyta_X","Raphid-pennate","Fragilariopsis","Fragilariopsis_sublineata","Fragilariopsis_sublineata"
"153","blankMQ191118","Bacillariophyta_131",14994,"Eukaryota","Stramenopiles","Ochrophyta","Bacillariophyta","Bacillariophyta_X","Raphid-pennate","Fragilariopsis","Fragilariopsis_sublineata","Fragilariopsis_sublineata"
"154","Barrow_S1IC4","Bacillariophyta_131",9001,"Eukaryota","Stramenopiles","Ochrophyta","Bacillariophyta","Bacillariophyta_X","Raphid-pennate","Fragilariopsis","Fragilariopsis_sublineata","Fragilariopsis_sublineata"
"155","iceslush","Bacillariophyta_131",78,"Eukaryota","Stramenopiles","Ochrophyta","Bacillariophyta","Bacillariophyta_X","Raphid-pennate","Fragilariopsis","Fragilariopsis_sublineata","Fragilariopsis_sublineata"
"156","Barrow_S2C2","Bacillariophyta_131",2567,"Eukaryota","Stramenopiles","Ochrophyta","Bacillariophyta","Bacillariophyta_X","Raphid-pennate","Fragilariopsis","Fragilariopsis_sublineata","Fragilariopsis_sublineata"
"157","Carboy3","Bacillariophyta_131",24024,"Eukaryota","Stramenopiles","Ochrophyta","Bacillariophyta","Bacillariophyta_X","Raphid-pennate","Fragilariopsis","Fragilariopsis_sublineata","Fragilariopsis_sublineata"
"158","B23","Bacillariophyta_131",6819,"Eukaryota","Stramenopiles","Ochrophyta","Bacillariophyta","Bacillariophyta_X","Raphid-pennate","Fragilariopsis","Fragilariopsis_sublineata","Fragilariopsis_sublineata"
"159","B33","Bacillariophyta_131",3287,"Eukaryota","Stramenopiles","Ochrophyta","Bacillariophyta","Bacillariophyta_X","Raphid-pennate","Fragilariopsis","Fragilariopsis_sublineata","Fragilariopsis_sublineata"
"160","CTDSW","Bacillariophyta_131",17362,"Eukaryota","Stramenopiles","Ochrophyta","Bacillariophyta","Bacillariophyta_X","Raphid-pennate","Fragilariopsis","Fragilariopsis_sublineata","Fragilariopsis_sublineata"
"161","Carboy9","Bacillariophyta_131",22824,"Eukaryota","Stramenopiles","Ochrophyta","Bacillariophyta","Bacillariophyta_X","Raphid-pennate","Fragilariopsis","Fragilariopsis_sublineata","Fragilariopsis_sublineata"
"162","B43","Bacillariophyta_131",4012,"Eukaryota","Stramenopiles","Ochrophyta","Bacillariophyta","Bacillariophyta_X","Raphid-pennate","Fragilariopsis","Fragilariopsis_sublineata","Fragilariopsis_sublineata"
"163","core_1","Bacillariophyta_136",73,"Eukaryota","Stramenopiles","Ochrophyta","Bacillariophyta","Bacillariophyta_X","Raphid-pennate","Pseudo-nitzschia","","Pseudo-nitzschia"
"164","B51","Bacillariophyta_136",291,"Eukaryota","Stramenopiles","Ochrophyta","Bacillariophyta","Bacillariophyta_X","Raphid-pennate","Pseudo-nitzschia","","Pseudo-nitzschia"
"165","B12","Bacillariophyta_136",506,"Eukaryota","Stramenopiles","Ochrophyta","Bacillariophyta","Bacillariophyta_X","Raphid-pennate","Pseudo-nitzschia","","Pseudo-nitzschia"
"166","B11","Bacillariophyta_136",514,"Eukaryota","Stramenopiles","Ochrophyta","Bacillariophyta","Bacillariophyta_X","Raphid-pennate","Pseudo-nitzschia","","Pseudo-nitzschia"
"167","core_2","Bacillariophyta_136",491,"Eukaryota","Stramenopiles","Ochrophyta","Bacillariophyta","Bacillariophyta_X","Raphid-pennate","Pseudo-nitzschia","","Pseudo-nitzschia"
"168","B52","Bacillariophyta_136",342,"Eukaryota","Stramenopiles","Ochrophyta","Bacillariophyta","Bacillariophyta_X","Raphid-pennate","Pseudo-nitzschia","","Pseudo-nitzschia"
"169","dockslush_3","Bacillariophyta_136",522,"Eukaryota","Stramenopiles","Ochrophyta","Bacillariophyta","Bacillariophyta_X","Raphid-pennate","Pseudo-nitzschia","","Pseudo-nitzschia"
"170","B14","Bacillariophyta_136",562,"Eukaryota","Stramenopiles","Ochrophyta","Bacillariophyta","Bacillariophyta_X","Raphid-pennate","Pseudo-nitzschia","","Pseudo-nitzschia"
"171","blank771","Bacillariophyta_136",81,"Eukaryota","Stramenopiles","Ochrophyta","Bacillariophyta","Bacillariophyta_X","Raphid-pennate","Pseudo-nitzschia","","Pseudo-nitzschia"
"172","core_4","Bacillariophyta_136",351,"Eukaryota","Stramenopiles","Ochrophyta","Bacillariophyta","Bacillariophyta_X","Raphid-pennate","Pseudo-nitzschia","","Pseudo-nitzschia"
"173","mock_3","Bacillariophyta_136",0,"Eukaryota","Stramenopiles","Ochrophyta","Bacillariophyta","Bacillariophyta_X","Raphid-pennate","Pseudo-nitzschia","","Pseudo-nitzschia"
"174","hero_13","Bacillariophyta_136",0,"Eukaryota","Stramenopiles","Ochrophyta","Bacillariophyta","Bacillariophyta_X","Raphid-pennate","Pseudo-nitzschia","","Pseudo-nitzschia"
"175","Carboy4","Bacillariophyta_136",747,"Eukaryota","Stramenopiles","Ochrophyta","Bacillariophyta","Bacillariophyta_X","Raphid-pennate","Pseudo-nitzschia","","Pseudo-nitzschia"
"176","Carboy7","Bacillariophyta_136",148,"Eukaryota","Stramenopiles","Ochrophyta","Bacillariophyta","Bacillariophyta_X","Raphid-pennate","Pseudo-nitzschia","","Pseudo-nitzschia"
"177","Barrow_S2C3","Bacillariophyta_136",115,"Eukaryota","Stramenopiles","Ochrophyta","Bacillariophyta","Bacillariophyta_X","Raphid-pennate","Pseudo-nitzschia","","Pseudo-nitzschia"
"178","Carboy2","Bacillariophyta_136",0,"Eukaryota","Stramenopiles","Ochrophyta","Bacillariophyta","Bacillariophyta_X","Raphid-pennate","Pseudo-nitzschia","","Pseudo-nitzschia"
"179","Barrow_S1IC6","Bacillariophyta_136",284,"Eukaryota","Stramenopiles","Ochrophyta","Bacillariophyta","Bacillariophyta_X","Raphid-pennate","Pseudo-nitzschia","","Pseudo-nitzschia"
"180","B22","Bacillariophyta_136",300,"Eukaryota","Stramenopiles","Ochrophyta","Bacillariophyta","Bacillariophyta_X","Raphid-pennate","Pseudo-nitzschia","","Pseudo-nitzschia"
"181","Barrow_S2C1D","Bacillariophyta_136",341,"Eukaryota","Stramenopiles","Ochrophyta","Bacillariophyta","Bacillariophyta_X","Raphid-pennate","Pseudo-nitzschia","","Pseudo-nitzschia"
"182","Barrow_S1IC5","Bacillariophyta_136",205,"Eukaryota","Stramenopiles","Ochrophyta","Bacillariophyta","Bacillariophyta_X","Raphid-pennate","Pseudo-nitzschia","","Pseudo-nitzschia"
"183","Carboy1","Bacillariophyta_136",0,"Eukaryota","Stramenopiles","Ochrophyta","Bacillariophyta","Bacillariophyta_X","Raphid-pennate","Pseudo-nitzschia","","Pseudo-nitzschia"
"184","B21","Bacillariophyta_136",596,"Eukaryota","Stramenopiles","Ochrophyta","Bacillariophyta","Bacillariophyta_X","Raphid-pennate","Pseudo-nitzschia","","Pseudo-nitzschia"
"185","B32","Bacillariophyta_136",455,"Eukaryota","Stramenopiles","Ochrophyta","Bacillariophyta","Bacillariophyta_X","Raphid-pennate","Pseudo-nitzschia","","Pseudo-nitzschia"
"186","Carboy8","Bacillariophyta_136",0,"Eukaryota","Stramenopiles","Ochrophyta","Bacillariophyta","Bacillariophyta_X","Raphid-pennate","Pseudo-nitzschia","","Pseudo-nitzschia"
"187","B31","Bacillariophyta_136",463,"Eukaryota","Stramenopiles","Ochrophyta","Bacillariophyta","Bacillariophyta_X","Raphid-pennate","Pseudo-nitzschia","","Pseudo-nitzschia"
"188","B42","Bacillariophyta_136",461,"Eukaryota","Stramenopiles","Ochrophyta","Bacillariophyta","Bacillariophyta_X","Raphid-pennate","Pseudo-nitzschia","","Pseudo-nitzschia"
"189","blankMQ121118","Bacillariophyta_136",98,"Eukaryota","Stramenopiles","Ochrophyta","Bacillariophyta","Bacillariophyta_X","Raphid-pennate","Pseudo-nitzschia","","Pseudo-nitzschia"
"190","Barrow_blank1","Bacillariophyta_136",0,"Eukaryota","Stramenopiles","Ochrophyta","Bacillariophyta","Bacillariophyta_X","Raphid-pennate","Pseudo-nitzschia","","Pseudo-nitzschia"
"191","B41","Bacillariophyta_136",332,"Eukaryota","Stramenopiles","Ochrophyta","Bacillariophyta","Bacillariophyta_X","Raphid-pennate","Pseudo-nitzschia","","Pseudo-nitzschia"
"192","Barrow_blank2","Bacillariophyta_136",0,"Eukaryota","Stramenopiles","Ochrophyta","Bacillariophyta","Bacillariophyta_X","Raphid-pennate","Pseudo-nitzschia","","Pseudo-nitzschia"
"193","blankdry2","Bacillariophyta_136",0,"Eukaryota","Stramenopiles","Ochrophyta","Bacillariophyta","Bacillariophyta_X","Raphid-pennate","Pseudo-nitzschia","","Pseudo-nitzschia"
"194","blankFiltSW1","Bacillariophyta_136",0,"Eukaryota","Stramenopiles","Ochrophyta","Bacillariophyta","Bacillariophyta_X","Raphid-pennate","Pseudo-nitzschia","","Pseudo-nitzschia"
"195","core_3","Bacillariophyta_136",145,"Eukaryota","Stramenopiles","Ochrophyta","Bacillariophyta","Bacillariophyta_X","Raphid-pennate","Pseudo-nitzschia","","Pseudo-nitzschia"
"196","B53","Bacillariophyta_136",320,"Eukaryota","Stramenopiles","Ochrophyta","Bacillariophyta","Bacillariophyta_X","Raphid-pennate","Pseudo-nitzschia","","Pseudo-nitzschia"
"197","dockslush_2","Bacillariophyta_136",0,"Eukaryota","Stramenopiles","Ochrophyta","Bacillariophyta","Bacillariophyta_X","Raphid-pennate","Pseudo-nitzschia","","Pseudo-nitzschia"
"198","B13","Bacillariophyta_136",526,"Eukaryota","Stramenopiles","Ochrophyta","Bacillariophyta","Bacillariophyta_X","Raphid-pennate","Pseudo-nitzschia","","Pseudo-nitzschia"
"199","dockslush_1","Bacillariophyta_136",376,"Eukaryota","Stramenopiles","Ochrophyta","Bacillariophyta","Bacillariophyta_X","Raphid-pennate","Pseudo-nitzschia","","Pseudo-nitzschia"
"200","mock_1","Bacillariophyta_136",0,"Eukaryota","Stramenopiles","Ochrophyta","Bacillariophyta","Bacillariophyta_X","Raphid-pennate","Pseudo-nitzschia","","Pseudo-nitzschia"
"201","core_6","Bacillariophyta_136",0,"Eukaryota","Stramenopiles","Ochrophyta","Bacillariophyta","Bacillariophyta_X","Raphid-pennate","Pseudo-nitzschia","","Pseudo-nitzschia"
"202","mock_2","Bacillariophyta_136",0,"Eukaryota","Stramenopiles","Ochrophyta","Bacillariophyta","Bacillariophyta_X","Raphid-pennate","Pseudo-nitzschia","","Pseudo-nitzschia"
"203","hero_11","Bacillariophyta_136",622,"Eukaryota","Stramenopiles","Ochrophyta","Bacillariophyta","Bacillariophyta_X","Raphid-pennate","Pseudo-nitzschia","","Pseudo-nitzschia"
"204","hero_12","Bacillariophyta_136",0,"Eukaryota","Stramenopiles","Ochrophyta","Bacillariophyta","Bacillariophyta_X","Raphid-pennate","Pseudo-nitzschia","","Pseudo-nitzschia"
"205","Carboy6","Bacillariophyta_136",0,"Eukaryota","Stramenopiles","Ochrophyta","Bacillariophyta","Bacillariophyta_X","Raphid-pennate","Pseudo-nitzschia","","Pseudo-nitzschia"
"206","Carboy5","Bacillariophyta_136",813,"Eukaryota","Stramenopiles","Ochrophyta","Bacillariophyta","Bacillariophyta_X","Raphid-pennate","Pseudo-nitzschia","","Pseudo-nitzschia"
"207","blankMQ191118","Bacillariophyta_136",71,"Eukaryota","Stramenopiles","Ochrophyta","Bacillariophyta","Bacillariophyta_X","Raphid-pennate","Pseudo-nitzschia","","Pseudo-nitzschia"
"208","Barrow_S1IC4","Bacillariophyta_136",70,"Eukaryota","Stramenopiles","Ochrophyta","Bacillariophyta","Bacillariophyta_X","Raphid-pennate","Pseudo-nitzschia","","Pseudo-nitzschia"
"209","iceslush","Bacillariophyta_136",0,"Eukaryota","Stramenopiles","Ochrophyta","Bacillariophyta","Bacillariophyta_X","Raphid-pennate","Pseudo-nitzschia","","Pseudo-nitzschia"
"210","Barrow_S2C2","Bacillariophyta_136",228,"Eukaryota","Stramenopiles","Ochrophyta","Bacillariophyta","Bacillariophyta_X","Raphid-pennate","Pseudo-nitzschia","","Pseudo-nitzschia"
"211","Carboy3","Bacillariophyta_136",853,"Eukaryota","Stramenopiles","Ochrophyta","Bacillariophyta","Bacillariophyta_X","Raphid-pennate","Pseudo-nitzschia","","Pseudo-nitzschia"
"212","B23","Bacillariophyta_136",366,"Eukaryota","Stramenopiles","Ochrophyta","Bacillariophyta","Bacillariophyta_X","Raphid-pennate","Pseudo-nitzschia","","Pseudo-nitzschia"
"213","B33","Bacillariophyta_136",330,"Eukaryota","Stramenopiles","Ochrophyta","Bacillariophyta","Bacillariophyta_X","Raphid-pennate","Pseudo-nitzschia","","Pseudo-nitzschia"
"214","CTDSW","Bacillariophyta_136",751,"Eukaryota","Stramenopiles","Ochrophyta","Bacillariophyta","Bacillariophyta_X","Raphid-pennate","Pseudo-nitzschia","","Pseudo-nitzschia"
"215","Carboy9","Bacillariophyta_136",91,"Eukaryota","Stramenopiles","Ochrophyta","Bacillariophyta","Bacillariophyta_X","Raphid-pennate","Pseudo-nitzschia","","Pseudo-nitzschia"
"216","B43","Bacillariophyta_136",416,"Eukaryota","Stramenopiles","Ochrophyta","Bacillariophyta","Bacillariophyta_X","Raphid-pennate","Pseudo-nitzschia","","Pseudo-nitzschia"
"217","core_1","Bacillariophyta_139",82,"Eukaryota","Stramenopiles","Ochrophyta","Bacillariophyta","Bacillariophyta_X","Raphid-pennate","","","Raphid-pennate"
"218","B51","Bacillariophyta_139",0,"Eukaryota","Stramenopiles","Ochrophyta","Bacillariophyta","Bacillariophyta_X","Raphid-pennate","","","Raphid-pennate"
"219","B12","Bacillariophyta_139",0,"Eukaryota","Stramenopiles","Ochrophyta","Bacillariophyta","Bacillariophyta_X","Raphid-pennate","","","Raphid-pennate"
"220","B11","Bacillariophyta_139",0,"Eukaryota","Stramenopiles","Ochrophyta","Bacillariophyta","Bacillariophyta_X","Raphid-pennate","","","Raphid-pennate"
"221","core_2","Bacillariophyta_139",126,"Eukaryota","Stramenopiles","Ochrophyta","Bacillariophyta","Bacillariophyta_X","Raphid-pennate","","","Raphid-pennate"
"222","B52","Bacillariophyta_139",16,"Eukaryota","Stramenopiles","Ochrophyta","Bacillariophyta","Bacillariophyta_X","Raphid-pennate","","","Raphid-pennate"
"223","dockslush_3","Bacillariophyta_139",0,"Eukaryota","Stramenopiles","Ochrophyta","Bacillariophyta","Bacillariophyta_X","Raphid-pennate","","","Raphid-pennate"
"224","B14","Bacillariophyta_139",98,"Eukaryota","Stramenopiles","Ochrophyta","Bacillariophyta","Bacillariophyta_X","Raphid-pennate","","","Raphid-pennate"
"225","blank771","Bacillariophyta_139",147,"Eukaryota","Stramenopiles","Ochrophyta","Bacillariophyta","Bacillariophyta_X","Raphid-pennate","","","Raphid-pennate"
"226","core_4","Bacillariophyta_139",134,"Eukaryota","Stramenopiles","Ochrophyta","Bacillariophyta","Bacillariophyta_X","Raphid-pennate","","","Raphid-pennate"
"227","mock_3","Bacillariophyta_139",0,"Eukaryota","Stramenopiles","Ochrophyta","Bacillariophyta","Bacillariophyta_X","Raphid-pennate","","","Raphid-pennate"
"228","hero_13","Bacillariophyta_139",0,"Eukaryota","Stramenopiles","Ochrophyta","Bacillariophyta","Bacillariophyta_X","Raphid-pennate","","","Raphid-pennate"
"229","Carboy4","Bacillariophyta_139",0,"Eukaryota","Stramenopiles","Ochrophyta","Bacillariophyta","Bacillariophyta_X","Raphid-pennate","","","Raphid-pennate"
"230","Carboy7","Bacillariophyta_139",0,"Eukaryota","Stramenopiles","Ochrophyta","Bacillariophyta","Bacillariophyta_X","Raphid-pennate","","","Raphid-pennate"
"231","Barrow_S2C3","Bacillariophyta_139",1640,"Eukaryota","Stramenopiles","Ochrophyta","Bacillariophyta","Bacillariophyta_X","Raphid-pennate","","","Raphid-pennate"
"232","Carboy2","Bacillariophyta_139",0,"Eukaryota","Stramenopiles","Ochrophyta","Bacillariophyta","Bacillariophyta_X","Raphid-pennate","","","Raphid-pennate"
"233","Barrow_S1IC6","Bacillariophyta_139",730,"Eukaryota","Stramenopiles","Ochrophyta","Bacillariophyta","Bacillariophyta_X","Raphid-pennate","","","Raphid-pennate"
"234","B22","Bacillariophyta_139",0,"Eukaryota","Stramenopiles","Ochrophyta","Bacillariophyta","Bacillariophyta_X","Raphid-pennate","","","Raphid-pennate"
