MassFeature,FinalBMIS,Orig_RSD,FinalRSD,QC_area,runDate,type,SampID,replicate,Date,Adjusted_Area,Run.Cmpd,Column,Area,MassFeature_Column,Volume_filtered_L,umolCFiltered,Adjusted_Area_VolNormed,Adjusted_Area_CNormed,Datsum,Rank,RankPercent,z,Vol_recon_uL,Dilution_Factor,RP_stdVolpersmpVol,Identification,RFmax,RFmin,RF,RFratio,RFratioFlag,nmolperumolCinEnviroave,RFFlag,Emperical.Formula,C,N,nmolCave,nmolNave,totalCmeasured_nM,totalNmeasured_nM,molFractionC,molFractionN,PC_ave,molFractionC_pertotalC
Agmatine,"Pyridoxal, D3",0.27964473821831304,0.11447681712334207,275517,200825,Smp,20ppt3C_B,B,200825,259050.1351687008,200825_Smp_20ppt3C_B Agmatine,RP,275517,Agmatine_X_RP,0.62,76.75804953,417822.79865919484,3374.892102585984,42503447.91124861,13,0.5,1,400,1,1,Agmatine,111688360,102972840,107330600,0.24914393357871084,NA,8.142435376536247e-5,NA,C5H14N4,5,4,4.0712176882681236e-4,3.256974150614499e-4,36.70426506446444,9.13651749934495,1.1091947165044068e-5,3.564787295430683e-5,123.8033057,3.288456366531515e-9
C12-HSL,Inj_vol,0.20572058228250228,0.20572058228250228,NA,200825,Smp,20ppt3C_B,B,200825,NA,200825_Smp_20ppt3C_B C12-HSL,RP,0,C12-HSL_X_RP,0.62,76.75804953,NA,NA,534089,26,0,1,400,1,1,C12-HSL,491105344,328521280,409813312,0.9942660476824442,NA,NA,NA,C16H29NO3,16,1,NA,NA,36.70426506446444,9.13651749934495,NA,NA,123.8033057,NA
C14-HSL,"L-Phenylalanine, D8",0.14169400209760427,0.08547569526667295,NA,200825,Smp,20ppt3C_B,B,200825,NA,200825_Smp_20ppt3C_B C14-HSL,RP,0,C14-HSL_X_RP,0.62,76.75804953,NA,NA,11522440.331399102,26,0,1,400,1,1,C14-HSL,149173440,59044432,104108936,0.9834577129134079,NA,NA,NA,C18H33NO3,18,1,NA,NA,36.70426506446444,9.13651749934495,NA,NA,123.8033057,NA
C4-HSL,"Indole 3 Acetic Acid, D5",0.49066820013581464,0.367452377816696,NA,200825,Smp,20ppt3C_B,B,200825,NA,200825_Smp_20ppt3C_B C4-HSL,RP,0,C4-HSL_X_RP,0.62,76.75804953,NA,NA,1251724.7116937432,26,0,1,400,1,1,C4-HSL,157744016,128031240,142887628,0.8006542264518047,NA,NA,NA,C8H13NO3,8,1,NA,NA,36.70426506446444,9.13651749934495,NA,NA,123.8033057,NA
Caffeine,Inj_vol,0.48306858005634506,0.48306858005634506,42186,200825,Smp,20ppt3C_B,B,200825,42186,200825_Smp_20ppt3C_B Caffeine,RP,42186,Caffeine_X_RP,0.62,76.75804953,68041.93548387097,549.5970814567414,42186,25,0.038461538461538436,1,400,1,1,Caffeine,197261088,121402240,159331664,0.8838478248749172,NA,2.5178689974704164e-6,NA,C8H10N4O2,8,4,2.014295197976333e-5,1.0071475989881666e-5,36.70426506446444,9.13651749934495,5.487905000791014e-7,1.1023320417876666e-6,123.8033057,1.6270124505862312e-10
Carotene,Inj_vol,0.24876858783416217,0.24876858783416217,111640,200825,Smp,20ppt3C_B,B,200825,111640,200825_Smp_20ppt3C_B Carotene,RP,111640,Carotene_X_RP,0.62,76.75804953,180064.51612903227,1454.4402923678617,3426356,18,0.3076923076923077,1,400,1,1,Carotene,1048756,488824,768790,5.4062402923046005,NA,2.2576734644439982e-4,NA,C40H56,40,NA,0.009030693857775992,NA,36.70426506446444,9.13651749934495,2.460393592383665e-4,NA,123.8033057,7.294388309516675e-8
Coenzyme Q1,Inj_vol,0.37887335009514855,0.37887335009514855,NA,200825,Smp,20ppt3C_B,B,200825,NA,200825_Smp_20ppt3C_B Coenzyme Q1,RP,0,Coenzyme Q1_X_RP,0.62,76.75804953,NA,NA,1805555,26,0,1,400,1,1,Coenzyme Q1,48504560,16563388,32533974,1.2627321925002715,NA,NA,NA,C14H18O4,14,NA,NA,NA,36.70426506446444,9.13651749934495,NA,NA,123.8033057,NA
Coenzyme Q10,Inj_vol,0.21913840860552228,0.21913840860552228,NA,200825,Smp,20ppt3C_B,B,200825,NA,200825_Smp_20ppt3C_B Coenzyme Q10,RP,0,Coenzyme Q10_X_RP,0.62,76.75804953,NA,NA,47707,26,0,1,400,1,1,Coenzyme Q10,303776,80172,191974,2.965703905871837,NA,NA,NA,C59H90O4,59,NA,NA,NA,36.70426506446444,9.13651749934495,NA,NA,123.8033057,NA
Decarboxylated S-Adenosylmethionine,Inj_vol,0.40109385236301076,0.40109385236301076,NA,200825,Smp,20ppt3C_B,B,200825,NA,200825_Smp_20ppt3C_B Decarboxylated S-Adenosylmethionine,RP,0,Decarboxylated S-Adenosylmethionine_X_RP,0.62,76.75804953,NA,NA,69771,26,0,1,400,1,1,Decarboxylated S-Adenosylmethionine,170562672,54936912,112749792,1.3933852000019948,NA,NA,NA,C14H23N6O3S,14,6,NA,NA,36.70426506446444,9.13651749934495,NA,NA,123.8033057,NA
Desthiobiotin,Inj_vol,0.20795488755562141,0.20795488755562141,96223,200825,Smp,20ppt3C_B,B,200825,96223,200825_Smp_20ppt3C_B Desthiobiotin,RP,96223,Desthiobiotin_X_RP,0.62,76.75804953,155198.38709677418,1253.5883935194622,915307,19,0.2692307692307693,1,400,1,1,Desthiobiotin,244678720,177804944,211241832,1.1367082221065417,NA,3.368172593438638e-6,NA,C10H18N2O3,10,2,3.368172593438638e-5,6.736345186877276e-6,36.70426506446444,9.13651749934495,9.176515556225002e-7,7.372989968399057e-7,123.8033057,2.7205837311003544e-10
Dimethyl glycine,"Pyridoxal, D3",0.41237449063336584,0.26687834500513763,NA,200825,Smp,20ppt3C_B,B,200825,NA,200825_Smp_20ppt3C_B Dimethyl glycine,RP,0,Dimethyl glycine_X_RP,0.62,76.75804953,NA,NA,50347418.16805575,26,0,1,400,1,1,Dimethyl glycine,64646488,50404980,57525734,0.07202422427219486,NA,NA,NA,C4H9NO2,4,1,NA,NA,36.70426506446444,9.13651749934495,NA,NA,123.8033057,NA
Domoic Acid,Inj_vol,1.2472257273016407,1.2472257273016407,NA,200825,Smp,20ppt3C_B,B,200825,NA,200825_Smp_20ppt3C_B Domoic Acid,RP,0,Domoic Acid_X_RP,0.62,76.75804953,NA,NA,49290,26,0,1,400,1,1,Domoic Acid,186647632,87337136,136992384,0.9338364041431204,NA,NA,NA,C15H21NO6,15,1,NA,NA,36.70426506446444,9.13651749934495,NA,NA,123.8033057,NA
Ferulic Acid,Inj_vol,0.6743221319126758,0.6743221319126758,NA,200825,Smp,20ppt3C_B,B,200825,NA,200825_Smp_20ppt3C_B Ferulic Acid,RP,0,Ferulic Acid_X_RP,0.62,76.75804953,NA,NA,137747,26,0,1,400,1,1,Ferulic Acid,26161024,4437976,15299500,0.9081196329268754,NA,NA,NA,C10H10O4,10,NA,NA,NA,36.70426506446444,9.13651749934495,NA,NA,123.8033057,NA
Glutathione,Inj_vol,0.45998365920831963,0.45998365920831963,112008,200825,Smp,20ppt3C_B,B,200825,112008,200825_Smp_20ppt3C_B Glutathione,RP,112008,Glutathione_X_RP,0.62,76.75804953,180658.06451612903,1459.234577817444,593519,17,0.34615384615384615,1,400,1,1,Glutathione,31985900,13462076,22723988,0.0248887298,Literature value,0.0016645855863683075,Literature value,C10H17N3O6S,10,3,0.016645855863683074,0.004993756759104922,36.70426506446444,9.13651749934495,4.5351285019459245e-4,5.465711371387351e-4,123.8033057,1.3445405007213046e-7
Hydroxo B12,Inj_vol,0.0909966581224534,0.0909966581224534,1135468,200825,Smp,20ppt3C_B,B,200825,1135468,200825_Smp_20ppt3C_B Hydroxo B12,RP,1135468,Hydroxo B12_X_RP,0.62,76.75804953,1831400,14792.819866484693,8577056,9,0.6538461538461539,2,400,1,1,Hydroxo B12,212174720,135981952,174078336,0.7131676627974644,NA,7.687460571236671e-5,NA,C62H89CoN13O15P,62,1,0.004766225554166736,7.687460571236671e-5,36.70426506446444,9.13651749934495,1.29854815122867e-4,8.413994250859619e-6,123.8033057,3.849837067934395e-8
Indole 3 acetamide,"L-Tryptophan, D3",0.19606749936632245,0.12917385262328485,76196,200825,Smp,20ppt3C_B,B,200825,58469.12446818414,200825_Smp_20ppt3C_B Indole 3 acetamide,RP,76196,Indole 3 acetamide_X_RP,0.62,76.75804953,94305.03946481313,761.7328062163976,4530536.701700419,20,0.23076923076923073,1,400,1,1,Indole 3 acetamide,233086928,222246480,227666704,0.8806514575109674,NA,2.4511358592350447e-6,NA,C10H10N2O,10,2,2.4511358592350447e-5,4.9022717184700895e-6,36.70426506446444,9.13651749934495,6.678068216132555e-7,5.365580177372354e-7,123.8033057,1.9798630136537985e-10
Indole 3 carboxylic acid,Inj_vol,0.30740140917207026,0.30740140917207026,NA,200825,Smp,20ppt3C_B,B,200825,NA,200825_Smp_20ppt3C_B Indole 3 carboxylic acid,RP,0,Indole 3 carboxylic acid_X_RP,0.62,76.75804953,NA,NA,58846,26,0,1,400,1,1,Indole 3 carboxylic acid,26020296,5351672,15685984,0.970522603783702,NA,NA,NA,C9H7NO2,9,1,NA,NA,36.70426506446444,9.13651749934495,NA,NA,123.8033057,NA
Indole 3 methyl acetate,Inj_vol,0.22303827334456167,0.22303827334456167,67684,200825,Smp,20ppt3C_B,B,200825,67684,200825_Smp_20ppt3C_B Indole 3 methyl acetate,RP,67684,Indole 3 methyl acetate_X_RP,0.62,76.75804953,109167.74193548388,881.7837401345964,1278789,23,0.11538461538461542,1,400,1,1,Indole 3 methyl acetate,59003572,33841068,46422320,0.8912208169404785,NA,1.3750491598895516e-5,NA,C11H11NO2,11,1,1.512554075878507e-4,1.3750491598895516e-5,36.70426506446444,9.13651749934495,4.120921841704167e-6,1.5050035858719001e-6,123.8033057,1.2217396517211954e-9
Isobutyryl-L-carnitine,"L-Tryptophan, D3",0.10907489454654314,0.029409346606318,8689996,200825,Smp,20ppt3C_B,B,200825,6668282.557509874,200825_Smp_20ppt3C_B Isobutyryl-L-carnitine,RP,8689996,Isobutyryl-L-carnitine_X_RP,0.62,76.75804953,10755294.44759657,86874.04901949278,214226510.4371842,6,0.7692307692307692,1,400,1,1,Isobutyryl-L-carnitine,96714048,54742596,75728322,0.9478072673056788,NA,7.808722640025945e-4,NA,C11H21NO4,11,1,0.008589594904028539,7.808722640025945e-4,36.70426506446444,9.13651749934495,2.340217107996158e-4,8.546716668124148e-5,123.8033057,6.938098183616222e-8
Kynurenine,"Riboflavin-dioxopyrimidine, 13C4, 15N2",0.12063919099795799,0.04819700056220014,NA,200825,Smp,20ppt3C_B,B,200825,NA,200825_Smp_20ppt3C_B Kynurenine,RP,0,Kynurenine_X_RP,0.62,76.75804953,NA,NA,7980738.201356394,26,0,1,400,1,1,Kynurenine,97693088,54795296,76244192,0.9033506330289175,NA,NA,NA,C10H12N2O3,10,2,NA,NA,36.70426506446444,9.13651749934495,NA,NA,123.8033057,NA
Melatonin,Inj_vol,0.5903009219662884,0.5903009219662884,NA,200825,Smp,20ppt3C_B,B,200825,NA,200825_Smp_20ppt3C_B Melatonin,RP,0,Melatonin_X_RP,0.62,76.75804953,NA,NA,211107,26,0,1,400,1,1,Melatonin,502080256,498923808,500502032,1.378482261462004,NA,NA,NA,C13H16N2O2,13,2,NA,NA,36.70426506446444,9.13651749934495,NA,NA,123.8033057,NA
Methylthioadenosine,"L-Tryptophan, D3",0.215281330336489,0.12625504597926313,9604505,200825,Smp,20ppt3C_B,B,200825,7370032.5253333105,200825_Smp_20ppt3C_B Methylthioadenosine,RP,9604505,Methylthioadenosine_X_RP,0.62,76.75804953,11887149.234408565,96016.4122259623,128480202.18454589,5,0.8076923076923077,1,400,1,1,Methylthioadenosine,715680960,257616256,486648608,0.8762012379222064,NA,1.4527618543559606e-4,NA,C11H15N5O3S,11,5,0.0015980380397915567,7.263809271779803e-4,36.70426506446444,9.13651749934495,4.353821107669342e-5,7.950304120033248e-5,123.8033057,1.2907878596262368e-8
p-Coumaric Acid,Inj_vol,1.2622177336795461,1.2622177336795461,NA,200825,Smp,20ppt3C_B,B,200825,NA,200825_Smp_20ppt3C_B p-Coumaric Acid,RP,0,p-Coumaric Acid_X_RP,0.62,76.75804953,NA,NA,40322,26,0,1,400,1,1,p-Coumaric Acid,12368292,1958536,7163414,0.8752444166178952,NA,NA,NA,C9H8O3,9,NA,NA,NA,36.70426506446444,9.13651749934495,NA,NA,123.8033057,NA
Pyridoxamine,Inj_vol,0.5689351396365038,0.5689351396365038,NA,200825,Smp,20ppt3C_B,B,200825,NA,200825_Smp_20ppt3C_B Pyridoxamine,RP,0,Pyridoxamine_X_RP,0.62,76.75804953,NA,NA,1313385,26,0,1,400,1,1,Pyridoxamine,181223536,154187120,167705328,0.08559384680713969,NA,NA,NA,C8H12N2O2,8,2,NA,NA,36.70426506446444,9.13651749934495,NA,NA,123.8033057,NA
RP B12,Inj_vol,0.2995946702327922,0.2995946702327922,124042,200825,Smp,20ppt3C_B,B,200825,124042,200825_Smp_20ppt3C_B RP B12,RP,124042,RP B12_X_RP,0.62,76.75804953,200067.74193548388,1616.0129231986232,782044,16,0.3846153846153846,2,400,1,1,RP B12,56196396,28688300,42442348,0.9211020336641822,NA,2.666895436175876e-5,NA,C63H88CoN14O14P,63,1,0.0016801441247908018,2.666895436175876e-5,36.70426506446444,9.13651749934495,4.577517413412123e-5,2.9189408725666872e-6,123.8033057,1.3571076436861263e-8
Sulfurol,Inj_vol,0.5381126558826509,0.5381126558826509,421335,200825,Smp,20ppt3C_B,B,200825,421335,200825_Smp_20ppt3C_B Sulfurol,RP,421335,Sulfurol_X_RP,0.62,76.75804953,679572.5806451613,5489.131141032005,2234764,12,0.5384615384615384,1,400,1,1,Sulfurol,680619392,631831168,656225280,0.7863034750049629,NA,6.863233215184239e-6,NA,C6H9NOS,6,1,4.1179399291105435e-5,6.863233215184239e-6,36.70426506446444,9.13651749934495,1.121924092984323e-6,7.511870048600359e-7,123.8033057,3.3261954564356546e-10
trans Retinal,Inj_vol,0.5087328174136135,0.5087328174136135,NA,200825,Smp,20ppt3C_B,B,200825,NA,200825_Smp_20ppt3C_B trans Retinal,RP,0,trans Retinal_X_RP,0.62,76.75804953,NA,NA,47153,26,0,1,400,1,1,trans Retinal,NA,NA,NaN,1.464724009064341,NA,NA,NA,C20H28O,20,NA,NA,NA,36.70426506446444,9.13651749934495,NA,NA,123.8033057,NA
Tryptophol,"Indole 3 Acetic Acid, D5",0.3686357021886068,0.28851328499369877,NA,200825,Smp,20ppt3C_B,B,200825,NA,200825_Smp_20ppt3C_B Tryptophol,RP,0,Tryptophol_X_RP,0.62,76.75804953,NA,NA,114661.73358159316,26,0,1,400,1,1,Tryptophol,58689700,26279692,42484696,0.9538069585374354,NA,NA,NA,C10H11NO,10,1,NA,NA,36.70426506446444,9.13651749934495,NA,NA,123.8033057,NA
Vanillic Acid,"L-Tryptophan, D3",0.4692215679383355,0.36416449378819343,NA,200825,Smp,20ppt3C_B,B,200825,NA,200825_Smp_20ppt3C_B Vanillic Acid,RP,0,Vanillic Acid_X_RP,0.62,76.75804953,NA,NA,1421655.7966626266,26,0,1,400,1,1,Vanillic Acid,3587276,1622644,2604960,0.5034043107685924,NA,NA,NA,C8H8O4,8,NA,NA,NA,36.70426506446444,9.13651749934495,NA,NA,123.8033057,NA
Vitamin B5,"Pyridoxal, D3",0.3358585039333279,0.178376118136365,993190,200825,Smp,20ppt3C_B,B,200825,933829.8680233959,200825_Smp_20ppt3C_B Vitamin B5,RP,993190,Vitamin B5_X_RP,0.62,76.75804953,1506177.2064893483,12165.888447418394,19027045.140423384,10,0.6153846153846154,1,400,1,1,Vitamin B5,88008216,61721316,74864766,1.213219988134875,NA,8.641618775157116e-5,NA,C9H17NO5,9,1,7.777456897641405e-4,8.641618775157116e-5,36.70426506446444,9.13651749934495,2.1189518122707813e-5,9.458328926504747e-6,123.8033057,6.282107617132395e-9
Vitamin B6,"L-Tryptophan, D3",0.18022241270286093,0.11846570230736407,NA,200825,Smp,20ppt3C_B,B,200825,NA,200825_Smp_20ppt3C_B Vitamin B6,RP,0,Vitamin B6_X_RP,0.62,76.75804953,NA,NA,159953222.59540388,26,0,1,400,1,1,Vitamin B6,566306496,541020736,553663616,0.6314841528621162,NA,NA,NA,C8H11NO3,8,1,NA,NA,36.70426506446444,9.13651749934495,NA,NA,123.8033057,NA
Xanthine,"Indole 3 Acetic Acid, D5",0.22438185232386687,0.10399397034899559,42309276,200825,Smp,20ppt3C_B,B,200825,36930208.0630553,200825_Smp_20ppt3C_B Xanthine,RP,42309276,Xanthine_X_RP,0.62,76.75804953,59564851.714605324,481124.88904009416,672000958.3729496,3,0.8846153846153846,1,400,1,1,Xanthine,36549840,10111464,23330652,1.4113261980653564,NA,0.009426963958777138,NA,C5H4N4O2,5,4,0.04713481979388569,0.03770785583510855,36.70426506446444,9.13651749934495,0.0012841782749525663,0.004127158497514183,123.8033057,3.8072343486613126e-7
3OC10-HSL,Inj_vol,0.20454390911357967,0.20454390911357967,NA,200825,Smp,20ppt3C_C,C,200825,NA,200825_Smp_20ppt3C_C 3OC10-HSL,RP,0,3OC10-HSL_X_RP,0.6,64.52739864,NA,NA,53120,17,0,1,400,1,1,3OC10-HSL,381511744,344379328,362945536,1.0515129905358633,NA,NA,NA,C14H23NO4,14,1,NA,NA,45.96843661127442,14.738646281675564,NA,NA,107.5456644,NA
3OC12-HSL,Inj_vol,2.6268807039298925,2.6268807039298925,413953,200825,Smp,20ppt3C_C,C,200825,413953,200825_Smp_20ppt3C_C 3OC12-HSL,RP,413953,3OC12-HSL_X_RP,0.6,64.52739864,689921.6666666667,6415.150908367689,3726265,10,0.4117647058823529,1,400,1,1,3OC12-HSL,272370112,226408096,249389104,0.770733340519836,NA,2.2250203988857065e-5,NA,C16H27NO4,16,1,3.5600326382171304e-4,2.2250203988857065e-5,45.96843661127442,14.738646281675564,7.7445153689303e-6,1.5096504498191641e-6,107.5456644,3.310252122276284e-9
3OC8-HSL,"Pyridoxal, D3",0.629453070752051,0.49019044727562144,348679,200825,Smp,20ppt3C_C,C,200825,464282.9928013463,200825_Smp_20ppt3C_C 3OC8-HSL,RP,348679,3OC8-HSL_X_RP,0.6,64.52739864,773804.9880022438,7195.129550961646,1749251.4228189893,11,0.3529411764705882,1,400,1,1,3OC8-HSL,144879200,139877184,142378192,0.9802881290948726,NA,3.4367674121583416e-5,NA,C12H19NO4,12,1,4.12412089459001e-4,3.4367674121583416e-5,45.96843661127442,14.738646281675564,8.971636189120493e-6,2.331806698170948e-6,107.5456644,3.834762579782816e-9
3OHC12-HSL,Inj_vol,0.3138469423918869,0.3138469423918869,NA,200825,Smp,20ppt3C_C,C,200825,NA,200825_Smp_20ppt3C_C 3OHC12-HSL,RP,0,3OHC12-HSL_X_RP,0.6,64.52739864,NA,NA,3420239,17,0,1,400,1,1,3OHC12-HSL,263336192,209337904,236337048,1.0630912551444553,NA,NA,NA,C16H29NO4,16,1,NA,NA,45.96843661127442,14.738646281675564,NA,NA,107.5456644,NA
7-dehydrocholesterol,Inj_vol,0.4057659285593424,0.4057659285593424,NA,200825,Smp,20ppt3C_C,C,200825,NA,200825_Smp_20ppt3C_C 7-dehydrocholesterol,RP,0,7-dehydrocholesterol_X_RP,0.6,64.52739864,NA,NA,615907,17,0,1,400,1,1,7-dehydrocholesterol,3250480,1133756,2192118,5.1487697034849464,NA,NA,NA,C27H44O,27,NA,NA,NA,45.96843661127442,14.738646281675564,NA,NA,107.5456644,NA
Abscisic Acid,Inj_vol,0.5948010832827125,0.5948010832827125,NA,200825,Smp,20ppt3C_C,C,200825,NA,200825_Smp_20ppt3C_C Abscisic Acid,RP,0,Abscisic Acid_X_RP,0.6,64.52739864,NA,NA,127236,17,0,1,400,1,1,Abscisic Acid,137235264,94048424,115641844,1.2182933029878322,NA,NA,NA,C15H20O4,15,NA,NA,NA,45.96843661127442,14.738646281675564,NA,NA,107.5456644,NA
Acetosyringone,Inj_vol,0.24792455412610317,0.24792455412610317,NA,200825,Smp,20ppt3C_C,C,200825,NA,200825_Smp_20ppt3C_C Acetosyringone,RP,0,Acetosyringone_X_RP,0.6,64.52739864,NA,NA,160286,17,0,1,400,1,1,Acetosyringone,145716896,40508348,93112622,0.9798551804385485,NA,NA,NA,C10H12O4,10,NA,NA,NA,45.96843661127442,14.738646281675564,NA,NA,107.5456644,NA
Acetovanillone,Inj_vol,0.7897289637909989,0.7897289637909989,NA,200825,Smp,20ppt3C_C,C,200825,NA,200825_Smp_20ppt3C_C Acetovanillone,RP,0,Acetovanillone_X_RP,0.6,64.52739864,NA,NA,129799,17,0,1,400,1,1,Acetovanillone,158077632,56383956,107230794,0.952430480762983,NA,NA,NA,C9H10O3,9,NA,NA,NA,45.96843661127442,14.738646281675564,NA,NA,107.5456644,NA
Adenosyl Methionine,"Pyridoxal, D3",0.20093786936184893,0.05518582534394999,12754672,200825,Smp,20ppt3C_C,C,200825,16983464.127061088,200825_Smp_20ppt3C_C Adenosyl Methionine,RP,12754672,Adenosyl Methionine_X_RP,0.6,64.52739864,28305773.545101814,263197.7188761671,250765103.00201797,4,0.7647058823529411,1,400,1,1,Adenosyl Methionine,23176948,19000252,21088600,0.9088320027439033,NA,0.009155024293079713,NA,C15H22N6O5S,15,6,0.1373253643961957,0.05493014575847828,45.96843661127442,14.738646281675564,0.0029873838337698584,0.003726946471791814,107.5456644,1.2769028408754307e-6
Agmatine,"Pyridoxal, D3",0.27964473821831304,0.11447681712334207,NA,200825,Smp,20ppt3C_C,C,200825,NA,200825_Smp_20ppt3C_C Agmatine,RP,0,Agmatine_X_RP,0.6,64.52739864,NA,NA,42503447.91124861,17,0,1,400,1,1,Agmatine,111688360,102972840,107330600,0.24914393357871084,NA,NA,NA,C5H14N4,5,4,NA,NA,45.96843661127442,14.738646281675564,NA,NA,107.5456644,NA
C12-HSL,Inj_vol,0.20572058228250228,0.20572058228250228,NA,200825,Smp,20ppt3C_C,C,200825,NA,200825_Smp_20ppt3C_C C12-HSL,RP,0,C12-HSL_X_RP,0.6,64.52739864,NA,NA,534089,17,0,1,400,1,1,C12-HSL,491105344,328521280,409813312,0.9942660476824442,NA,NA,NA,C16H29NO3,16,1,NA,NA,45.96843661127442,14.738646281675564,NA,NA,107.5456644,NA
C14-HSL,"L-Phenylalanine, D8",0.14169400209760427,0.08547569526667295,NA,200825,Smp,20ppt3C_C,C,200825,NA,200825_Smp_20ppt3C_C C14-HSL,RP,0,C14-HSL_X_RP,0.6,64.52739864,NA,NA,11522440.331399102,17,0,1,400,1,1,C14-HSL,149173440,59044432,104108936,0.9834577129134079,NA,NA,NA,C18H33NO3,18,1,NA,NA,45.96843661127442,14.738646281675564,NA,NA,107.5456644,NA
C4-HSL,"Indole 3 Acetic Acid, D5",0.49066820013581464,0.367452377816696,NA,200825,Smp,20ppt3C_C,C,200825,NA,200825_Smp_20ppt3C_C C4-HSL,RP,0,C4-HSL_X_RP,0.6,64.52739864,NA,NA,1251724.7116937432,17,0,1,400,1,1,C4-HSL,157744016,128031240,142887628,0.8006542264518047,NA,NA,NA,C8H13NO3,8,1,NA,NA,45.96843661127442,14.738646281675564,NA,NA,107.5456644,NA
Caffeine,Inj_vol,0.48306858005634506,0.48306858005634506,NA,200825,Smp,20ppt3C_C,C,200825,NA,200825_Smp_20ppt3C_C Caffeine,RP,0,Caffeine_X_RP,0.6,64.52739864,NA,NA,42186,17,0,1,400,1,1,Caffeine,197261088,121402240,159331664,0.8838478248749172,NA,NA,NA,C8H10N4O2,8,4,NA,NA,45.96843661127442,14.738646281675564,NA,NA,107.5456644,NA
Carotene,Inj_vol,0.24876858783416217,0.24876858783416217,NA,200825,Smp,20ppt3C_C,C,200825,NA,200825_Smp_20ppt3C_C Carotene,RP,0,Carotene_X_RP,0.6,64.52739864,NA,NA,3426356,17,0,1,400,1,1,Carotene,1048756,488824,768790,5.4062402923046005,NA,NA,NA,C40H56,40,NA,NA,NA,45.96843661127442,14.738646281675564,NA,NA,107.5456644,NA
Coenzyme Q1,Inj_vol,0.37887335009514855,0.37887335009514855,NA,200825,Smp,20ppt3C_C,C,200825,NA,200825_Smp_20ppt3C_C Coenzyme Q1,RP,0,Coenzyme Q1_X_RP,0.6,64.52739864,NA,NA,1805555,17,0,1,400,1,1,Coenzyme Q1,48504560,16563388,32533974,1.2627321925002715,NA,NA,NA,C14H18O4,14,NA,NA,NA,45.96843661127442,14.738646281675564,NA,NA,107.5456644,NA
Coenzyme Q10,Inj_vol,0.21913840860552228,0.21913840860552228,NA,200825,Smp,20ppt3C_C,C,200825,NA,200825_Smp_20ppt3C_C Coenzyme Q10,RP,0,Coenzyme Q10_X_RP,0.6,64.52739864,NA,NA,47707,17,0,1,400,1,1,Coenzyme Q10,303776,80172,191974,2.965703905871837,NA,NA,NA,C59H90O4,59,NA,NA,NA,45.96843661127442,14.738646281675564,NA,NA,107.5456644,NA
Decarboxylated S-Adenosylmethionine,Inj_vol,0.40109385236301076,0.40109385236301076,NA,200825,Smp,20ppt3C_C,C,200825,NA,200825_Smp_20ppt3C_C Decarboxylated S-Adenosylmethionine,RP,0,Decarboxylated S-Adenosylmethionine_X_RP,0.6,64.52739864,NA,NA,69771,17,0,1,400,1,1,Decarboxylated S-Adenosylmethionine,170562672,54936912,112749792,1.3933852000019948,NA,NA,NA,C14H23N6O3S,14,6,NA,NA,45.96843661127442,14.738646281675564,NA,NA,107.5456644,NA
Desthiobiotin,Inj_vol,0.20795488755562141,0.20795488755562141,67140,200825,Smp,20ppt3C_C,C,200825,67140,200825_Smp_20ppt3C_C Desthiobiotin,RP,67140,Desthiobiotin_X_RP,0.6,64.52739864,111900,1040.4882486364554,915307,16,0.05882352941176472,1,400,1,1,Desthiobiotin,244678720,177804944,211241832,1.1367082221065417,NA,2.8887967972594855e-6,NA,C10H18N2O3,10,2,2.8887967972594857e-5,5.777593594518971e-6,45.96843661127442,14.738646281675564,6.284305080218818e-7,3.9200300245363813e-7,107.5456644,2.686111814340593e-10
Dimethyl glycine,"Pyridoxal, D3",0.41237449063336584,0.26687834500513763,NA,200825,Smp,20ppt3C_C,C,200825,NA,200825_Smp_20ppt3C_C Dimethyl glycine,RP,0,Dimethyl glycine_X_RP,0.6,64.52739864,NA,NA,50347418.16805575,17,0,1,400,1,1,Dimethyl glycine,64646488,50404980,57525734,0.07202422427219486,NA,NA,NA,C4H9NO2,4,1,NA,NA,45.96843661127442,14.738646281675564,NA,NA,107.5456644,NA
Domoic Acid,Inj_vol,1.2472257273016407,1.2472257273016407,NA,200825,Smp,20ppt3C_C,C,200825,NA,200825_Smp_20ppt3C_C Domoic Acid,RP,0,Domoic Acid_X_RP,0.6,64.52739864,NA,NA,49290,17,0,1,400,1,1,Domoic Acid,186647632,87337136,136992384,0.9338364041431204,NA,NA,NA,C15H21NO6,15,1,NA,NA,45.96843661127442,14.738646281675564,NA,NA,107.5456644,NA
Ferulic Acid,Inj_vol,0.6743221319126758,0.6743221319126758,NA,200825,Smp,20ppt3C_C,C,200825,NA,200825_Smp_20ppt3C_C Ferulic Acid,RP,0,Ferulic Acid_X_RP,0.6,64.52739864,NA,NA,137747,17,0,1,400,1,1,Ferulic Acid,26161024,4437976,15299500,0.9081196329268754,NA,NA,NA,C10H10O4,10,NA,NA,NA,45.96843661127442,14.738646281675564,NA,NA,107.5456644,NA
