MassFeature,FinalBMIS,Orig_RSD,FinalRSD,Filled_area,runDate,type,SampID,replicate,Date,Adjusted_Area,Run.Cmpd,Column,Area,MassFeature_Column,Volume_filtered_L,umolCFiltered,Adjusted_Area_VolNormed,Adjusted_Area_CNormed,Datsum,Rank,RankPercent
Desthiobiotin,Inj_vol,0.20795488755562141,0.20795488755562141,87859,200825,Smp,35ppt0C_A,A,200825,87859,200825_Smp_35ppt0C_A Desthiobiotin,RP,87859,Desthiobiotin_X_RP,0.62,84.00397013,141708.06451612903,1045.8910437689333,1332948,26,0.03703703703703709
Glutathione,Inj_vol,0.45998365920831963,0.45998365920831963,54351,200825,Smp,35ppt0C_A,A,200825,54351,200825_Smp_35ppt0C_A Glutathione,RP,54351,Glutathione_X_RP,0.62,84.00397013,87662.90322580645,647.0051345893454,703694,27,0
Hydroxo B12,Inj_vol,0.0909966581224534,0.0909966581224534,1242106,200825,Smp,35ppt0C_A,A,200825,1242106,200825_Smp_35ppt0C_A Hydroxo B12,RP,1242106,Hydroxo B12_X_RP,0.62,84.00397013,2003396.7741935484,14786.277339961242,8754670,9,0.6666666666666667
IAA,"Indole 3 Acetic Acid, D5",0.1318408012182572,0.03268687699011025,800870,200825,Smp,35ppt0C_A,A,200825,931522.806188046,200825_Smp_35ppt0C_A IAA,RP,800870,IAA_X_RP,0.62,84.00397013,1502456.1390129775,11089.033110535987,10844342.311868103,14,0.4814814814814815
Indole 3 acetamide,"L-Tryptophan, D3",0.19606749936632245,0.12917385262328485,240813,200825,Smp,35ppt0C_A,A,200825,225069.23272862003,200825_Smp_35ppt0C_A Indole 3 acetamide,RP,240813,Indole 3 acetamide_X_RP,0.62,84.00397013,363014.8914977742,2679.2689962190484,5056041.412763074,21,0.2222222222222222
Indole 3 methyl acetate,Inj_vol,0.22303827334456167,0.22303827334456167,161016,200825,Smp,35ppt0C_A,A,200825,161016,200825_Smp_35ppt0C_A Indole 3 methyl acetate,RP,161016,Indole 3 methyl acetate_X_RP,0.62,84.00397013,259703.2258064516,1916.7665498525885,1554794,24,0.11111111111111116
Isobutyryl-L-carnitine,"L-Tryptophan, D3",0.10907489454654314,0.029409346606318,6454259,200825,Smp,35ppt0C_A,A,200825,6032295.270445493,200825_Smp_35ppt0C_A Isobutyryl-L-carnitine,RP,6454259,Isobutyryl-L-carnitine_X_RP,0.62,84.00397013,9729508.500718538,71809.64496213976,233712089.85908124,7,0.7407407407407407
Kynurenine,"L-Tryptophan, D3",0.12063919099795799,0.0717777809499295,851691,200825,Smp,35ppt0C_A,A,200825,796009.5173095769,200825_Smp_35ppt0C_A Kynurenine,RP,851691,Kynurenine_X_RP,0.62,84.00397013,1283886.318241253,9475.855915830116,25199545.190090552,13,0.5185185185185186
Methylthioadenosine,"L-Tryptophan, D3",0.215281330336489,0.12625504597926313,6994520,200825,Smp,35ppt0C_A,A,200825,6537235.322449317,200825_Smp_35ppt0C_A Methylthioadenosine,RP,6994520,Methylthioadenosine_X_RP,0.62,84.00397013,10543927.939434383,77820.55196120666,132355171.61632897,6,0.7777777777777778
Phenylalanine,"L-Phenylalanine, D8",0.09603731843108848,0.019679772116268663,945491904,200825,Smp,35ppt0C_A,A,200825,1060165988.6055894,200825_Smp_35ppt0C_A Phenylalanine,RP,945491904,Phenylalanine_X_RP,0.62,84.00397013,1709945142.912241,12620427.188916594,18052298893.416912,1,0.962962962962963
Pyridoxal,"Pyridoxal, D3",0.269915162357458,0.10915616510032004,1038006,200825,Smp,35ppt0C_A,A,200825,1397389.074434175,200825_Smp_35ppt0C_A Pyridoxal,RP,1038006,Pyridoxal_X_RP,0.62,84.00397013,2253853.3458615723,16634.798001471256,27644545.589690953,10,0.6296296296296297
RP B12,Inj_vol,0.2995946702327922,0.2995946702327922,100487,200825,Smp,35ppt0C_A,A,200825,100487,200825_Smp_35ppt0C_A RP B12,RP,100487,RP B12_X_RP,0.62,84.00397013,162075.8064516129,1196.2172721657294,942524,25,0.07407407407407407
Sulfurol,Inj_vol,0.5381126558826509,0.5381126558826509,425908,200825,Smp,35ppt0C_A,A,200825,425908,200825_Smp_35ppt0C_A Sulfurol,RP,425908,Sulfurol_X_RP,0.62,84.00397013,686948.3870967742,5070.093703201025,2756965,16,0.40740740740740744
Tryptophan,"L-Tryptophan, D3",0.09721698250854124,0.028534627366679742,59137528,200825,Smp,35ppt0C_A,A,200825,55271260.49020312,200825_Smp_35ppt0C_A Tryptophan,RP,59137528,Tryptophan_X_RP,0.62,84.00397013,89147194.33903728,657960.0988461415,1463520794.03966,2,0.9259259259259259
Vitamin B1,"Pyridoxal, D3",0.17902197531389755,0.06939483841903514,4612995,200825,Smp,35ppt0C_A,A,200825,6210126.736665758,200825_Smp_35ppt0C_A Vitamin B1,RP,4612995,Vitamin B1_X_RP,0.62,84.00397013,10016333.446235094,73926.58617271662,40112235.167430304,8,0.7037037037037037
Vitamin B2,Inj_vol,0.08922108145730939,0.08922108145730939,270104,200825,Smp,35ppt0C_A,A,200825,270104,200825_Smp_35ppt0C_A Vitamin B2,RP,270104,Vitamin B2_X_RP,0.62,84.00397013,435651.6129032258,3215.371839949965,8909489,20,0.2592592592592593
Vitamin B5,"Pyridoxal, D3",0.3358585039333279,0.178376118136365,961818,200825,Smp,35ppt0C_A,A,200825,1294822.9247173227,200825_Smp_35ppt0C_A Vitamin B5,RP,961818,Vitamin B5_X_RP,0.62,84.00397013,2088424.072124714,15413.830116761443,18733394.75107697,11,0.5925925925925926
Vitamin B6,"L-Tryptophan, D3",0.18022241270286093,0.11846570230736407,7843553,200825,Smp,35ppt0C_A,A,200825,7330760.613323474,200825_Smp_35ppt0C_A Vitamin B6,RP,7843553,Vitamin B6_X_RP,0.62,84.00397013,11823807.440844314,87266.83515051474,175957840.76440942,5,0.8148148148148149
Xanthine,"Indole 3 Acetic Acid, D5",0.22438185232386687,0.10399397034899559,10845085,200825,Smp,35ppt0C_A,A,200825,12614336.924279703,200825_Smp_35ppt0C_A Xanthine,RP,10845085,Xanthine_X_RP,0.62,84.00397013,20345704.716580167,150163.5804207639,747726698.8146259,4,0.8518518518518519
3OC12-HSL,Inj_vol,2.6268807039298925,2.6268807039298925,412514,200825,Smp,35ppt0C_B,B,200825,412514,200825_Smp_35ppt0C_B 3OC12-HSL,RP,412514,3OC12-HSL_X_RP,0.62,71.22869299,665345.1612903225,5791.402069639465,3756577,18,0.33333333333333337
3OC8-HSL,"Pyridoxal, D3",0.629453070752051,0.49019044727562144,101967,200825,Smp,35ppt0C_B,B,200825,118173.91119305551,200825_Smp_35ppt0C_B 3OC8-HSL,RP,101967,3OC8-HSL_X_RP,0.62,71.22869299,190603.08256944438,1659.07734976474,1924023.5621997647,23,0.14814814814814814
3OHC12-HSL,Inj_vol,0.3138469423918869,0.3138469423918869,516641,200825,Smp,35ppt0C_B,B,200825,516641,200825_Smp_35ppt0C_B 3OHC12-HSL,RP,516641,3OHC12-HSL_X_RP,0.62,71.22869299,833291.935483871,7253.270814228372,10309986,14,0.4814814814814815
7-dehydrocholesterol,Inj_vol,0.4057659285593424,0.4057659285593424,111098,200825,Smp,35ppt0C_B,B,200825,111098,200825_Smp_35ppt0C_B 7-dehydrocholesterol,RP,111098,7-dehydrocholesterol_X_RP,0.62,71.22869299,179190.32258064515,1559.736608049194,801967,21,0.2222222222222222
Adenosyl Methionine,"Pyridoxal, D3",0.20093786936184893,0.05518582534394999,13084440,200825,Smp,35ppt0C_B,B,200825,15164116.3373529,200825_Smp_35ppt0C_B Adenosyl Methionine,RP,13084440,Adenosyl Methionine_X_RP,0.62,71.22869299,24458252.157020807,212893.3678381805,257787187.13574794,4,0.8518518518518519
Agmatine,"Pyridoxal, D3",0.27964473821831304,0.11447681712334207,455939,200825,Smp,35ppt0C_B,B,200825,528407.1797292313,200825_Smp_35ppt0C_B Agmatine,RP,455939,Agmatine_X_RP,0.62,71.22869299,852269.6447245666,7418.459577847594,42673685.81206047,17,0.37037037037037035
C14-HSL,"L-Phenylalanine, D8",0.14169400209760427,0.08547569526667295,1391882,200825,Smp,35ppt0C_B,B,200825,1439177.8728916848,200825_Smp_35ppt0C_B C14-HSL,RP,1391882,C14-HSL_X_RP,0.62,71.22869299,2321254.633696266,20205.029918122113,16489325.998204699,9,0.6666666666666667
Carotene,Inj_vol,0.24876858783416217,0.24876858783416217,464359,200825,Smp,35ppt0C_B,B,200825,464359,200825_Smp_35ppt0C_B Carotene,RP,464359,Carotene_X_RP,0.62,71.22869299,748966.1290322581,6519.268857919275,3403400,16,0.40740740740740744
Desthiobiotin,Inj_vol,0.20795488755562141,0.20795488755562141,62416,200825,Smp,35ppt0C_B,B,200825,62416,200825_Smp_35ppt0C_B Desthiobiotin,RP,62416,Desthiobiotin_X_RP,0.62,71.22869299,100670.96774193548,876.2760817296305,1332948,26,0.03703703703703709
Glutathione,Inj_vol,0.45998365920831963,0.45998365920831963,100,200825,Smp,35ppt0C_B,B,200825,100,200825_Smp_35ppt0C_B Glutathione,RP,100,Glutathione_X_RP,0.62,71.22869299,161.29032258064515,1.4039286108203515,703694,27,0
Hydroxo B12,Inj_vol,0.0909966581224534,0.0909966581224534,811370,200825,Smp,35ppt0C_B,B,200825,811370,200825_Smp_35ppt0C_B Hydroxo B12,RP,811370,Hydroxo B12_X_RP,0.62,71.22869299,1308661.2903225806,11391.055569613085,8754670,11,0.5925925925925926
IAA,"Indole 3 Acetic Acid, D5",0.1318408012182572,0.03268687699011025,512671,200825,Smp,35ppt0C_B,B,200825,534845.0620569412,200825_Smp_35ppt0C_B IAA,RP,512671,IAA_X_RP,0.62,71.22869299,862653.3258982922,7508.842849777261,10844342.311868103,15,0.4444444444444444
Indole 3 acetamide,"L-Tryptophan, D3",0.19606749936632245,0.12917385262328485,104177,200825,Smp,35ppt0C_B,B,200825,143143.07063011336,200825_Smp_35ppt0C_B Indole 3 acetamide,RP,104177,Indole 3 acetamide_X_RP,0.62,71.22869299,230875.9203711506,2009.6265229829448,5056041.412763074,22,0.18518518518518523
Indole 3 methyl acetate,Inj_vol,0.22303827334456167,0.22303827334456167,81573,200825,Smp,35ppt0C_B,B,200825,81573,200825_Smp_35ppt0C_B Indole 3 methyl acetate,RP,81573,Indole 3 methyl acetate_X_RP,0.62,71.22869299,131569.35483870967,1145.2266857044851,1554794,25,0.07407407407407407
Isobutyryl-L-carnitine,"L-Tryptophan, D3",0.10907489454654314,0.029409346606318,4209035,200825,Smp,35ppt0C_B,B,200825,5783370.554821305,200825_Smp_35ppt0C_B Isobutyryl-L-carnitine,RP,4209035,Isobutyryl-L-carnitine_X_RP,0.62,71.22869299,9328017.023905331,81194.393888896,233712089.85908124,7,0.7407407407407407
Kynurenine,"L-Tryptophan, D3",0.12063919099795799,0.0717777809499295,805392,200825,Smp,35ppt0C_B,B,200825,1106638.5472890201,200825_Smp_35ppt0C_B Kynurenine,RP,805392,Kynurenine_X_RP,0.62,71.22869299,1784900.882724226,15536.415183757257,25199545.190090552,12,0.5555555555555556
Methylthioadenosine,"L-Tryptophan, D3",0.215281330336489,0.12625504597926313,7317673,200825,Smp,35ppt0C_B,B,200825,10054754.72596709,200825_Smp_35ppt0C_B Methylthioadenosine,RP,7317673,Methylthioadenosine_X_RP,0.62,71.22869299,16217346.332204985,141161.5783456634,132355171.61632897,6,0.7777777777777778
Phenylalanine,"L-Phenylalanine, D8",0.09603731843108848,0.019679772116268663,1001404864,200825,Smp,35ppt0C_B,B,200825,1035432401.6510788,200825_Smp_35ppt0C_B Phenylalanine,RP,1001404864,Phenylalanine_X_RP,0.62,71.22869299,1670052260.7275465,14536731.732483791,18052298893.416912,1,0.962962962962963
Pyridoxal,"Pyridoxal, D3",0.269915162357458,0.10915616510032004,861445,200825,Smp,35ppt0C_B,B,200825,998365.4018231556,200825_Smp_35ppt0C_B Pyridoxal,RP,861445,Pyridoxal_X_RP,0.62,71.22869299,1610266.7771341219,14016.337516726848,27644545.589690953,10,0.6296296296296297
RP B12,Inj_vol,0.2995946702327922,0.2995946702327922,88646,200825,Smp,35ppt0C_B,B,200825,88646,200825_Smp_35ppt0C_B RP B12,RP,88646,RP B12_X_RP,0.62,71.22869299,142977.4193548387,1244.5265563478088,942524,24,0.11111111111111116
Sulfurol,Inj_vol,0.5381126558826509,0.5381126558826509,322714,200825,Smp,35ppt0C_B,B,200825,322714,200825_Smp_35ppt0C_B Sulfurol,RP,322714,Sulfurol_X_RP,0.62,71.22869299,520506.4516129032,4530.674177122789,2756965,19,0.2962962962962963
Tryptophan,"L-Tryptophan, D3",0.09721698250854124,0.028534627366679742,61681360,200825,Smp,35ppt0C_B,B,200825,84752481.55582757,200825_Smp_35ppt0C_B Tryptophan,RP,61681360,Tryptophan_X_RP,0.62,71.22869299,136697550.8964961,1189864.3369425046,1463520794.03966,2,0.9259259259259259
Vitamin B1,"Pyridoxal, D3",0.17902197531389755,0.06939483841903514,3846694,200825,Smp,35ppt0C_B,B,200825,4458097.964467518,200825_Smp_35ppt0C_B Vitamin B1,RP,3846694,Vitamin B1_X_RP,0.62,71.22869299,7190480.587850835,62588.51282155919,40112235.167430304,8,0.7037037037037037
Vitamin B2,Inj_vol,0.08922108145730939,0.08922108145730939,153745,200825,Smp,35ppt0C_B,B,200825,153745,200825_Smp_35ppt0C_B Vitamin B2,RP,153745,Vitamin B2_X_RP,0.62,71.22869299,247975.8064516129,2158.470042705749,8909489,20,0.2592592592592593
Vitamin B5,"Pyridoxal, D3",0.3358585039333279,0.178376118136365,725640,200825,Smp,35ppt0C_B,B,200825,840975.1872481174,200825_Smp_35ppt0C_B Vitamin B5,RP,725640,Vitamin B5_X_RP,0.62,71.22869299,1356411.5923356733,11806.691263676345,18733394.75107697,13,0.5185185185185186
Vitamin B6,"L-Tryptophan, D3",0.18022241270286093,0.11846570230736407,8400083,200825,Smp,35ppt0C_B,B,200825,11542026.303001761,200825_Smp_35ppt0C_B Vitamin B6,RP,8400083,Vitamin B6_X_RP,0.62,71.22869299,18616171.456454456,162041.8095362522,175957840.76440942,5,0.8148148148148149
Xanthine,"Indole 3 Acetic Acid, D5",0.22438185232386687,0.10399397034899559,18598332,200825,Smp,35ppt0C_B,B,200825,19402747.63482935,200825_Smp_35ppt0C_B Xanthine,RP,18598332,Xanthine_X_RP,0.62,71.22869299,31294754.249724757,272400.7253306383,747726698.8146259,3,0.8888888888888888
3OC12-HSL,Inj_vol,2.6268807039298925,2.6268807039298925,137139,200825,Smp,35ppt0C_C,C,200825,137139,200825_Smp_35ppt0C_C 3OC12-HSL,RP,137139,3OC12-HSL_X_RP,0.78,85.3133456,175819.23076923075,1607.4741769358063,3756577,20,0.2592592592592593
3OC8-HSL,"Pyridoxal, D3",0.629453070752051,0.49019044727562144,44567,200825,Smp,35ppt0C_C,C,200825,59877.226505802915,200825_Smp_35ppt0C_C 3OC8-HSL,RP,44567,3OC8-HSL_X_RP,0.78,85.3133456,76765.67500743963,701.8506434684108,1924023.5621997647,24,0.11111111111111116
3OHC12-HSL,Inj_vol,0.3138469423918869,0.3138469423918869,297407,200825,Smp,35ppt0C_C,C,200825,297407,200825_Smp_35ppt0C_C 3OHC12-HSL,RP,297407,3OHC12-HSL_X_RP,0.78,85.3133456,381291.0256410256,3486.0548242290474,10309986,17,0.37037037037037035
7-dehydrocholesterol,Inj_vol,0.4057659285593424,0.4057659285593424,2800,200825,Smp,35ppt0C_C,C,200825,2800,200825_Smp_35ppt0C_C 7-dehydrocholesterol,RP,2800,7-dehydrocholesterol_X_RP,0.78,85.3133456,3589.74358974359,32.82018751354653,801967,27,0
Adenosyl Methionine,"Pyridoxal, D3",0.20093786936184893,0.05518582534394999,24585518,200825,Smp,35ppt0C_C,C,200825,33031449.95284616,200825_Smp_35ppt0C_C Adenosyl Methionine,RP,24585518,Adenosyl Methionine_X_RP,0.78,85.3133456,42348012.76005918,387177.9933202638,257787187.13574794,3,0.8888888888888888
Agmatine,"Pyridoxal, D3",0.27964473821831304,0.11447681712334207,206774,200825,Smp,35ppt0C_C,C,200825,277807.6521531827,200825_Smp_35ppt0C_C Agmatine,RP,206774,Agmatine_X_RP,0.78,85.3133456,356163.6566066445,3256.3211558448447,42673685.81206047,19,0.2962962962962963
C14-HSL,"L-Phenylalanine, D8",0.14169400209760427,0.08547569526667295,802565,200825,Smp,35ppt0C_C,C,200825,824471.0787714684,200825_Smp_35ppt0C_C C14-HSL,RP,802565,C14-HSL_X_RP,0.78,85.3133456,1057014.2035531646,9664.034073134137,16489325.998204699,13,0.5185185185185186
Carotene,Inj_vol,0.24876858783416217,0.24876858783416217,448617,200825,Smp,35ppt0C_C,C,200825,448617,200825_Smp_35ppt0C_C Carotene,RP,448617,Carotene_X_RP,0.78,85.3133456,575150,5258.462164915965,3403400,14,0.4814814814814815
Desthiobiotin,Inj_vol,0.20795488755562141,0.20795488755562141,96572,200825,Smp,35ppt0C_C,C,200825,96572,200825_Smp_35ppt0C_C Desthiobiotin,RP,96572,Desthiobiotin_X_RP,0.78,85.3133456,123810.2564102564,1131.9682673422199,1332948,22,0.18518518518518523
Glutathione,Inj_vol,0.45998365920831963,0.45998365920831963,76710,200825,Smp,35ppt0C_C,C,200825,76710,200825_Smp_35ppt0C_C Glutathione,RP,76710,Glutathione_X_RP,0.78,85.3133456,98346.15384615384,899.1559229157695,703694,23,0.14814814814814814
Hydroxo B12,Inj_vol,0.0909966581224534,0.0909966581224534,1286632,200825,Smp,35ppt0C_C,C,200825,1286632,200825_Smp_35ppt0C_C Hydroxo B12,RP,1286632,Hydroxo B12_X_RP,0.78,85.3133456,1649528.205128205,15081.251250331929,8754670,9,0.6666666666666667
IAA,"Indole 3 Acetic Acid, D5",0.1318408012182572,0.03268687699011025,1358346,200825,Smp,35ppt0C_C,C,200825,1216467.59844405,200825_Smp_35ppt0C_C IAA,RP,1358346,IAA_X_RP,0.78,85.3133456,1559573.8441590383,14258.819530388337,10844342.311868103,8,0.7037037037037037
Indole 3 acetamide,"L-Tryptophan, D3",0.19606749936632245,0.12917385262328485,284559,200825,Smp,35ppt0C_C,C,200825,383004.22854698694,200825_Smp_35ppt0C_C Indole 3 acetamide,RP,284559,Indole 3 acetamide_X_RP,0.78,85.3133456,491031.06223972683,4489.382356926194,5056041.412763074,18,0.33333333333333337
Indole 3 methyl acetate,Inj_vol,0.22303827334456167,0.22303827334456167,8503,200825,Smp,35ppt0C_C,C,200825,8503,200825_Smp_35ppt0C_C Indole 3 methyl acetate,RP,8503,Indole 3 methyl acetate_X_RP,0.78,85.3133456,10901.28205128205,99.66787658131648,1554794,26,0.03703703703703709
Isobutyryl-L-carnitine,"L-Tryptophan, D3",0.10907489454654314,0.029409346606318,5211041,200825,Smp,35ppt0C_C,C,200825,7013838.037565915,200825_Smp_35ppt0C_C Isobutyryl-L-carnitine,RP,5211041,Isobutyryl-L-carnitine_X_RP,0.78,85.3133456,8992100.048161428,82212.67127948519,233712089.85908124,6,0.7777777777777778
Kynurenine,"L-Tryptophan, D3",0.12063919099795799,0.0717777809499295,1152670,200825,Smp,35ppt0C_C,C,200825,1551444.460091775,200825_Smp_35ppt0C_C Kynurenine,RP,1152670,Kynurenine_X_RP,0.78,85.3133456,1989031.3590920193,18185.24932038036,25199545.190090552,10,0.6296296296296297
Methylthioadenosine,"L-Tryptophan, D3",0.215281330336489,0.12625504597926313,22084,200825,Smp,35ppt0C_C,C,200825,29724.118313712304,200825_Smp_35ppt0C_C Methylthioadenosine,RP,22084,Methylthioadenosine_X_RP,0.78,85.3133456,38107.84399193885,348.4111202610287,132355171.61632897,25,0.07407407407407407
Phenylalanine,"L-Phenylalanine, D8",0.09603731843108848,0.019679772116268663,1392222848,200825,Smp,35ppt0C_C,C,200825,1430223687.029519,200825_Smp_35ppt0C_C Phenylalanine,RP,1392222848,Phenylalanine_X_RP,0.78,85.3133456,1833620111.5763063,16764360.569508823,18052298893.416912,1,0.962962962962963
Pyridoxal,"Pyridoxal, D3",0.269915162357458,0.10915616510032004,1047690,200825,Smp,35ppt0C_C,C,200825,1407605.8841264762,200825_Smp_35ppt0C_C Pyridoxal,RP,1047690,Pyridoxal_X_RP,0.78,85.3133456,1804622.9283672771,16499.246093643713,27644545.589690953,11,0.5925925925925926
RP B12,Inj_vol,0.2995946702327922,0.2995946702327922,97406,200825,Smp,35ppt0C_C,C,200825,97406,200825_Smp_35ppt0C_C RP B12,RP,97406,RP B12_X_RP,0.78,85.3133456,124879.48717948717,1141.7439946230404,942524,21,0.2222222222222222
Sulfurol,Inj_vol,0.5381126558826509,0.5381126558826509,317566,200825,Smp,35ppt0C_C,C,200825,317566,200825_Smp_35ppt0C_C Sulfurol,RP,317566,Sulfurol_X_RP,0.78,85.3133456,407135.89743589744,3722.348452831042,2756965,16,0.40740740740740744
Tryptophan,"L-Tryptophan, D3",0.09721698250854124,0.028534627366679742,83310952,200825,Smp,35ppt0C_C,C,200825,112132973.83064693,200825_Smp_35ppt0C_C Tryptophan,RP,83310952,Tryptophan_X_RP,0.78,85.3133456,143760222.85980377,1314366.1527047993,1463520794.03966,2,0.9259259259259259
Vitamin B1,"Pyridoxal, D3",0.17902197531389755,0.06939483841903514,4002164,200825,Smp,35ppt0C_C,C,200825,5377038.623676044,200825_Smp_35ppt0C_C Vitamin B1,RP,4002164,Vitamin B1_X_RP,0.78,85.3133456,6893639.261123133,63026.9342487964,40112235.167430304,7,0.7407407407407407
Vitamin B2,Inj_vol,0.08922108145730939,0.08922108145730939,357840,200825,Smp,35ppt0C_C,C,200825,357840,200825_Smp_35ppt0C_C Vitamin B2,RP,357840,Vitamin B2_X_RP,0.78,85.3133456,458769.23076923075,4194.419964231247,8909489,15,0.4444444444444444
Vitamin B5,"Pyridoxal, D3",0.3358585039333279,0.178376118136365,954850,200825,Smp,35ppt0C_C,C,200825,1282872.298540757,200825_Smp_35ppt0C_C Vitamin B5,RP,954850,Vitamin B5_X_RP,0.78,85.3133456,1644708.0750522525,15037.181926443604,18733394.75107697,12,0.5555555555555556
Vitamin B6,"L-Tryptophan, D3",0.18022241270286093,0.11846570230736407,10475945,200825,Smp,35ppt0C_C,C,200825,14100173.366597665,200825_Smp_35ppt0C_C Vitamin B6,RP,10475945,Vitamin B6_X_RP,0.78,85.3133456,18077145.34179188,165275.1192375893,175957840.76440942,5,0.8148148148148149
Xanthine,"Indole 3 Acetic Acid, D5",0.22438185232386687,0.10399397034899559,22873238,200825,Smp,35ppt0C_C,C,200825,20484142.404438328,200825_Smp_35ppt0C_C Xanthine,RP,22873238,Xanthine_X_RP,0.78,85.3133456,26261721.03133119,240104.78384566278,747726698.8146259,4,0.8518518518518519
3OC12-HSL,Inj_vol,2.6268807039298925,2.6268807039298925,66945,200825,Smp,50ppt-3C_A,A,200825,66945,200825_Smp_50ppt-3C_A 3OC12-HSL,RP,66945,3OC12-HSL_X_RP,0.44,25.87667432,152147.72727272726,2587.0789720554785,3756577,17,0.2272727272727273
3OC8-HSL,"Pyridoxal, D3",0.629453070752051,0.49019044727562144,100,200825,Smp,50ppt-3C_A,A,200825,80.46891205117183,200825_Smp_50ppt-3C_A 3OC8-HSL,RP,100,3OC8-HSL_X_RP,0.44,25.87667432,182.8838910253905,3.1097084214171087,1924023.5621997647,22,0
3OHC12-HSL,Inj_vol,0.3138469423918869,0.3138469423918869,216112,200825,Smp,50ppt-3C_A,A,200825,216112,200825_Smp_50ppt-3C_A 3OHC12-HSL,RP,216112,3OHC12-HSL_X_RP,0.44,25.87667432,491163.63636363635,8351.614172960693,10309986,15,0.31818181818181823
7-dehydrocholesterol,Inj_vol,0.4057659285593424,0.4057659285593424,100,200825,Smp,50ppt-3C_A,A,200825,100,200825_Smp_50ppt-3C_A 7-dehydrocholesterol,RP,100,7-dehydrocholesterol_X_RP,0.44,25.87667432,227.27272727272728,3.8644842363962635,801967,22,0
Adenosyl Methionine,"Pyridoxal, D3",0.20093786936184893,0.05518582534394999,2536863,200825,Smp,50ppt-3C_A,A,200825,2041386.056328719,200825_Smp_50ppt-3C_A Adenosyl Methionine,RP,2536863,Adenosyl Methionine_X_RP,0.44,25.87667432,4639513.764383452,78889.04235081469,257787187.13574794,5,0.7727272727272727
Agmatine,"Pyridoxal, D3",0.27964473821831304,0.11447681712334207,100,200825,Smp,50ppt-3C_A,A,200825,80.46891205117183,200825_Smp_50ppt-3C_A Agmatine,RP,100,Agmatine_X_RP,0.44,25.87667432,182.8838910253905,3.1097084214171087,42673685.81206047,22,0
C14-HSL,"L-Phenylalanine, D8",0.14169400209760427,0.08547569526667295,236263,200825,Smp,50ppt-3C_A,A,200825,221230.923743993,200825_Smp_50ppt-3C_A C14-HSL,RP,236263,C14-HSL_X_RP,0.44,25.87667432,502797.55396362045,8549.434174120448,16489325.998204699,13,0.40909090909090906
