MassFeature,FinalBMIS,Orig_RSD,FinalRSD,QC_area,runDate,type,SampID,replicate,Date,Adjusted_Area,Run.Cmpd,Column,Area,MassFeature_Column,Volume_filtered_L,umolCFiltered,Adjusted_Area_VolNormed,Adjusted_Area_CNormed,Rank,RankPercent
Acetovanillone,Inj_vol,0.7897289637909989,0.7897289637909989,NA,200825,Smp,20ppt3C_B,B,200825,NA,200825_Smp_20ppt3C_B Acetovanillone,RP,0,Acetovanillone_X_RP,0.62,76.75804953,NA,NA,26,0
Adenosyl Methionine,"Pyridoxal, D3",0.20093786936184893,0.05518582534394999,26621592,200825,Smp,20ppt3C_B,B,200825,25030495.417727415,200825_Smp_20ppt3C_B Adenosyl Methionine,RP,26621592,Adenosyl Methionine_X_RP,0.62,76.75804953,40371766.80278615,326096.03254632646,4,0.8461538461538461
Agmatine,"Pyridoxal, D3",0.27964473821831304,0.11447681712334207,275517,200825,Smp,20ppt3C_B,B,200825,259050.1351687008,200825_Smp_20ppt3C_B Agmatine,RP,275517,Agmatine_X_RP,0.62,76.75804953,417822.79865919484,3374.892102585984,13,0.5
Aminobenzoic Acid,Inj_vol,0.5114016306311635,0.5114016306311635,NA,200825,Smp,20ppt3C_B,B,200825,NA,200825_Smp_20ppt3C_B Aminobenzoic Acid,RP,0,Aminobenzoic Acid_X_RP,0.62,76.75804953,NA,NA,26,0
C10-HSL,Inj_vol,0.9262008018419345,0.9262008018419345,NA,200825,Smp,20ppt3C_B,B,200825,NA,200825_Smp_20ppt3C_B C10-HSL,RP,0,C10-HSL_X_RP,0.62,76.75804953,NA,NA,26,0
C12-HSL,Inj_vol,0.20572058228250228,0.20572058228250228,NA,200825,Smp,20ppt3C_B,B,200825,NA,200825_Smp_20ppt3C_B C12-HSL,RP,0,C12-HSL_X_RP,0.62,76.75804953,NA,NA,26,0
C14-HSL,"L-Phenylalanine, D8",0.14169400209760427,0.08547569526667295,NA,200825,Smp,20ppt3C_B,B,200825,NA,200825_Smp_20ppt3C_B C14-HSL,RP,0,C14-HSL_X_RP,0.62,76.75804953,NA,NA,26,0
C4-HSL,"Indole 3 Acetic Acid, D5",0.49066820013581464,0.367452377816696,NA,200825,Smp,20ppt3C_B,B,200825,NA,200825_Smp_20ppt3C_B C4-HSL,RP,0,C4-HSL_X_RP,0.62,76.75804953,NA,NA,26,0
C6-HSL,Inj_vol,1.2210316309898446,1.2210316309898446,NA,200825,Smp,20ppt3C_B,B,200825,NA,200825_Smp_20ppt3C_B C6-HSL,RP,0,C6-HSL_X_RP,0.62,76.75804953,NA,NA,26,0
C8-HSL,Inj_vol,0.5414204917688966,0.5414204917688966,NA,200825,Smp,20ppt3C_B,B,200825,NA,200825_Smp_20ppt3C_B C8-HSL,RP,0,C8-HSL_X_RP,0.62,76.75804953,NA,NA,26,0
Caffeine,Inj_vol,0.48306858005634506,0.48306858005634506,42186,200825,Smp,20ppt3C_B,B,200825,42186,200825_Smp_20ppt3C_B Caffeine,RP,42186,Caffeine_X_RP,0.62,76.75804953,68041.93548387097,549.5970814567414,25,0.038461538461538436
Camalexin,Inj_vol,0.6476252141375256,0.6476252141375256,NA,200825,Smp,20ppt3C_B,B,200825,NA,200825_Smp_20ppt3C_B Camalexin,RP,0,Camalexin_X_RP,0.62,76.75804953,NA,NA,26,0
Carotene,Inj_vol,0.24876858783416217,0.24876858783416217,111640,200825,Smp,20ppt3C_B,B,200825,111640,200825_Smp_20ppt3C_B Carotene,RP,111640,Carotene_X_RP,0.62,76.75804953,180064.51612903227,1454.4402923678617,18,0.3076923076923077
cinnamoyl-HSL,Inj_vol,0.715640120116691,0.715640120116691,NA,200825,Smp,20ppt3C_B,B,200825,NA,200825_Smp_20ppt3C_B cinnamoyl-HSL,RP,0,cinnamoyl-HSL_X_RP,0.62,76.75804953,NA,NA,26,0
Coenzyme B12,Inj_vol,1.0447508835915482,1.0447508835915482,NA,200825,Smp,20ppt3C_B,B,200825,NA,200825_Smp_20ppt3C_B Coenzyme B12,RP,0,Coenzyme B12_X_RP,0.62,76.75804953,NA,NA,26,0
Coenzyme Q1,Inj_vol,0.37887335009514855,0.37887335009514855,NA,200825,Smp,20ppt3C_B,B,200825,NA,200825_Smp_20ppt3C_B Coenzyme Q1,RP,0,Coenzyme Q1_X_RP,0.62,76.75804953,NA,NA,26,0
Coenzyme Q10,Inj_vol,0.21913840860552228,0.21913840860552228,NA,200825,Smp,20ppt3C_B,B,200825,NA,200825_Smp_20ppt3C_B Coenzyme Q10,RP,0,Coenzyme Q10_X_RP,0.62,76.75804953,NA,NA,26,0
Cys-Gly,Inj_vol,0.47254606595266346,0.47254606595266346,NA,200825,Smp,20ppt3C_B,B,200825,NA,200825_Smp_20ppt3C_B Cys-Gly,RP,0,Cys-Gly_X_RP,0.62,76.75804953,NA,NA,26,0
Decarboxylated S-Adenosylmethionine,Inj_vol,0.40109385236301076,0.40109385236301076,NA,200825,Smp,20ppt3C_B,B,200825,NA,200825_Smp_20ppt3C_B Decarboxylated S-Adenosylmethionine,RP,0,Decarboxylated S-Adenosylmethionine_X_RP,0.62,76.75804953,NA,NA,26,0
Desthiobiotin,Inj_vol,0.20795488755562141,0.20795488755562141,96223,200825,Smp,20ppt3C_B,B,200825,96223,200825_Smp_20ppt3C_B Desthiobiotin,RP,96223,Desthiobiotin_X_RP,0.62,76.75804953,155198.38709677418,1253.5883935194622,19,0.2692307692307693
Dimethyl glycine,"Pyridoxal, D3",0.41237449063336584,0.26687834500513763,NA,200825,Smp,20ppt3C_B,B,200825,NA,200825_Smp_20ppt3C_B Dimethyl glycine,RP,0,Dimethyl glycine_X_RP,0.62,76.75804953,NA,NA,26,0
Dimethyl-benzimidazole,Inj_vol,1.2903183502445554,1.2903183502445554,NA,200825,Smp,20ppt3C_B,B,200825,NA,200825_Smp_20ppt3C_B Dimethyl-benzimidazole,RP,0,Dimethyl-benzimidazole_X_RP,0.62,76.75804953,NA,NA,26,0
Domoic Acid,Inj_vol,1.2472257273016407,1.2472257273016407,NA,200825,Smp,20ppt3C_B,B,200825,NA,200825_Smp_20ppt3C_B Domoic Acid,RP,0,Domoic Acid_X_RP,0.62,76.75804953,NA,NA,26,0
Ethyl 3 aminobenzoate,Inj_vol,0.40480703257741996,0.40480703257741996,NA,200825,Smp,20ppt3C_B,B,200825,NA,200825_Smp_20ppt3C_B Ethyl 3 aminobenzoate,RP,0,Ethyl 3 aminobenzoate_X_RP,0.62,76.75804953,NA,NA,26,0
Ferulic Acid,Inj_vol,0.6743221319126758,0.6743221319126758,NA,200825,Smp,20ppt3C_B,B,200825,NA,200825_Smp_20ppt3C_B Ferulic Acid,RP,0,Ferulic Acid_X_RP,0.62,76.75804953,NA,NA,26,0
Glutathione,Inj_vol,0.45998365920831963,0.45998365920831963,112008,200825,Smp,20ppt3C_B,B,200825,112008,200825_Smp_20ppt3C_B Glutathione,RP,112008,Glutathione_X_RP,0.62,76.75804953,180658.06451612903,1459.234577817444,17,0.34615384615384615
HHQ,Inj_vol,1.395505387136098,1.395505387136098,NA,200825,Smp,20ppt3C_B,B,200825,NA,200825_Smp_20ppt3C_B HHQ,RP,0,HHQ_X_RP,0.62,76.75804953,NA,NA,26,0
Homoserine lactone,Inj_vol,0.5061004956459786,0.5061004956459786,NA,200825,Smp,20ppt3C_B,B,200825,NA,200825_Smp_20ppt3C_B Homoserine lactone,RP,0,Homoserine lactone_X_RP,0.62,76.75804953,NA,NA,26,0
Hydroxo B12,Inj_vol,0.0909966581224534,0.0909966581224534,1135468,200825,Smp,20ppt3C_B,B,200825,1135468,200825_Smp_20ppt3C_B Hydroxo B12,RP,1135468,Hydroxo B12_X_RP,0.62,76.75804953,1831400,14792.819866484693,9,0.6538461538461539
IAA,"Indole 3 Acetic Acid, D5",0.1318408012182572,0.03268687699011025,218257,200825,Smp,20ppt3C_B,B,200825,190508.4932490516,200825_Smp_20ppt3C_B IAA,RP,218257,IAA_X_RP,0.62,76.75804953,307271.7633049219,2481.9350467548497,14,0.46153846153846156
Indole 3 acetamide,"L-Tryptophan, D3",0.19606749936632245,0.12917385262328485,76196,200825,Smp,20ppt3C_B,B,200825,58469.12446818414,200825_Smp_20ppt3C_B Indole 3 acetamide,RP,76196,Indole 3 acetamide_X_RP,0.62,76.75804953,94305.03946481313,761.7328062163976,20,0.23076923076923073
Indole 3 carboxylic acid,Inj_vol,0.30740140917207026,0.30740140917207026,NA,200825,Smp,20ppt3C_B,B,200825,NA,200825_Smp_20ppt3C_B Indole 3 carboxylic acid,RP,0,Indole 3 carboxylic acid_X_RP,0.62,76.75804953,NA,NA,26,0
Indole 3 Lactic Acid,"Indole 3 Acetic Acid, D5",0.13602271879881334,0.06319439637400319,NA,200825,Smp,20ppt3C_B,B,200825,NA,200825_Smp_20ppt3C_B Indole 3 Lactic Acid,RP,0,Indole 3 Lactic Acid_X_RP,0.62,76.75804953,NA,NA,26,0
Indole 3 methyl acetate,Inj_vol,0.22303827334456167,0.22303827334456167,67684,200825,Smp,20ppt3C_B,B,200825,67684,200825_Smp_20ppt3C_B Indole 3 methyl acetate,RP,67684,Indole 3 methyl acetate_X_RP,0.62,76.75804953,109167.74193548388,881.7837401345964,23,0.11538461538461542
Isobutyryl-L-carnitine,"L-Tryptophan, D3",0.10907489454654314,0.029409346606318,8689996,200825,Smp,20ppt3C_B,B,200825,6668282.557509874,200825_Smp_20ppt3C_B Isobutyryl-L-carnitine,RP,8689996,Isobutyryl-L-carnitine_X_RP,0.62,76.75804953,10755294.44759657,86874.04901949278,6,0.7692307692307692
Kynurenine,"Riboflavin-dioxopyrimidine, 13C4, 15N2",0.12063919099795799,0.04819700056220014,NA,200825,Smp,20ppt3C_B,B,200825,NA,200825_Smp_20ppt3C_B Kynurenine,RP,0,Kynurenine_X_RP,0.62,76.75804953,NA,NA,26,0
Melatonin,Inj_vol,0.5903009219662884,0.5903009219662884,NA,200825,Smp,20ppt3C_B,B,200825,NA,200825_Smp_20ppt3C_B Melatonin,RP,0,Melatonin_X_RP,0.62,76.75804953,NA,NA,26,0
Methyl B12,Inj_vol,0.40637092024289656,0.40637092024289656,NA,200825,Smp,20ppt3C_B,B,200825,NA,200825_Smp_20ppt3C_B Methyl B12,RP,0,Methyl B12_X_RP,0.62,76.75804953,NA,NA,26,0
Methyl indole 3 carboxylate,Inj_vol,0.6507327479399635,0.6507327479399635,NA,200825,Smp,20ppt3C_B,B,200825,NA,200825_Smp_20ppt3C_B Methyl indole 3 carboxylate,RP,0,Methyl indole 3 carboxylate_X_RP,0.62,76.75804953,NA,NA,26,0
Methylthioadenosine,"L-Tryptophan, D3",0.215281330336489,0.12625504597926313,9604505,200825,Smp,20ppt3C_B,B,200825,7370032.5253333105,200825_Smp_20ppt3C_B Methylthioadenosine,RP,9604505,Methylthioadenosine_X_RP,0.62,76.75804953,11887149.234408565,96016.4122259623,5,0.8076923076923077
Monesin,"Pyridoxal, D3",0.44056448703004986,0.2623698517746278,NA,200825,Smp,20ppt3C_B,B,200825,NA,200825_Smp_20ppt3C_B Monesin,RP,0,Monesin_X_RP,0.62,76.75804953,NA,NA,26,0
p-Coumaric Acid,Inj_vol,1.2622177336795461,1.2622177336795461,NA,200825,Smp,20ppt3C_B,B,200825,NA,200825_Smp_20ppt3C_B p-Coumaric Acid,RP,0,p-Coumaric Acid_X_RP,0.62,76.75804953,NA,NA,26,0
p-Coumoroyl-HSL,Inj_vol,0.1523253746164513,0.1523253746164513,NA,200825,Smp,20ppt3C_B,B,200825,NA,200825_Smp_20ppt3C_B p-Coumoroyl-HSL,RP,0,p-Coumoroyl-HSL_X_RP,0.62,76.75804953,NA,NA,26,0
Phenylalanine,"L-Phenylalanine, D8",0.09603731843108848,0.019679772116268663,881355264,200825,Smp,20ppt3C_B,B,200825,720020819.6369544,200825_Smp_20ppt3C_B Phenylalanine,RP,881355264,Phenylalanine_X_RP,0.62,76.75804953,1161323902.640249,9380394.942885341,1,0.9615384615384616
Pyridoxal,"Pyridoxal, D3",0.269915162357458,0.10915616510032004,1351572,200825,Smp,20ppt3C_B,B,200825,1270792.3986187107,200825_Smp_20ppt3C_B Pyridoxal,RP,1351572,Pyridoxal_X_RP,0.62,76.75804953,2049665.1590624365,16555.81931015634,8,0.6923076923076923
Pyridoxal Phosphate,"Pyridoxal, D3",0.8525268256943245,0.6280626458206575,NA,200825,Smp,20ppt3C_B,B,200825,NA,200825_Smp_20ppt3C_B Pyridoxal Phosphate,RP,0,Pyridoxal Phosphate_X_RP,0.62,76.75804953,NA,NA,26,0
Pyridoxamine,Inj_vol,0.5689351396365038,0.5689351396365038,NA,200825,Smp,20ppt3C_B,B,200825,NA,200825_Smp_20ppt3C_B Pyridoxamine,RP,0,Pyridoxamine_X_RP,0.62,76.75804953,NA,NA,26,0
Retinoic Acid,Inj_vol,0.9996434164814659,0.9996434164814659,NA,200825,Smp,20ppt3C_B,B,200825,NA,200825_Smp_20ppt3C_B Retinoic Acid,RP,0,Retinoic Acid_X_RP,0.62,76.75804953,NA,NA,26,0
RP B12,Inj_vol,0.2995946702327922,0.2995946702327922,124042,200825,Smp,20ppt3C_B,B,200825,124042,200825_Smp_20ppt3C_B RP B12,RP,124042,RP B12_X_RP,0.62,76.75804953,200067.74193548388,1616.0129231986232,16,0.3846153846153846
S-Farnesyl-L-cysteine Methyl Ester,Inj_vol,1.0773662043703747,1.0773662043703747,NA,200825,Smp,20ppt3C_B,B,200825,NA,200825_Smp_20ppt3C_B S-Farnesyl-L-cysteine Methyl Ester,RP,0,S-Farnesyl-L-cysteine Methyl Ester_X_RP,0.62,76.75804953,NA,NA,26,0
Squalene,"Pyridoxal, D3",0.4003944024141612,0.2075389248688012,NA,200825,Smp,20ppt3C_B,B,200825,NA,200825_Smp_20ppt3C_B Squalene,RP,0,Squalene_X_RP,0.62,76.75804953,NA,NA,26,0
Sulfurol,Inj_vol,0.5381126558826509,0.5381126558826509,421335,200825,Smp,20ppt3C_B,B,200825,421335,200825_Smp_20ppt3C_B Sulfurol,RP,421335,Sulfurol_X_RP,0.62,76.75804953,679572.5806451613,5489.131141032005,12,0.5384615384615384
Syringaldehyde,Inj_vol,0.11818281772591788,0.11818281772591788,NA,200825,Smp,20ppt3C_B,B,200825,NA,200825_Smp_20ppt3C_B Syringaldehyde,RP,0,Syringaldehyde_X_RP,0.62,76.75804953,NA,NA,26,0
Syringic Acid,"Pyridoxal, D3",0.8156468740097648,0.6441146603125937,NA,200825,Smp,20ppt3C_B,B,200825,NA,200825_Smp_20ppt3C_B Syringic Acid,RP,0,Syringic Acid_X_RP,0.62,76.75804953,NA,NA,26,0
Tocopherol (Vit E),Inj_vol,0.7036367799341673,0.7036367799341673,NA,200825,Smp,20ppt3C_B,B,200825,NA,200825_Smp_20ppt3C_B Tocopherol (Vit E),RP,0,Tocopherol (Vit E)_X_RP,0.62,76.75804953,NA,NA,26,0
Tocotrienol,"Pyridoxal, D3",0.20984522592037413,0.05141335156106091,NA,200825,Smp,20ppt3C_B,B,200825,NA,200825_Smp_20ppt3C_B Tocotrienol,RP,0,Tocotrienol_X_RP,0.62,76.75804953,NA,NA,26,0
trans Retinal,Inj_vol,0.5087328174136135,0.5087328174136135,NA,200825,Smp,20ppt3C_B,B,200825,NA,200825_Smp_20ppt3C_B trans Retinal,RP,0,trans Retinal_X_RP,0.62,76.75804953,NA,NA,26,0
Tryptophan,"L-Tryptophan, D3",0.09721698250854124,0.028534627366679742,82175520,200825,Smp,20ppt3C_B,B,200825,63057518.86080313,200825_Smp_20ppt3C_B Tryptophan,RP,82175520,Tryptophan_X_RP,0.62,76.75804953,101705675.58194053,821510.1770682413,2,0.9230769230769231
Tryptophol,"Indole 3 Acetic Acid, D5",0.3686357021886068,0.28851328499369877,NA,200825,Smp,20ppt3C_B,B,200825,NA,200825_Smp_20ppt3C_B Tryptophol,RP,0,Tryptophol_X_RP,0.62,76.75804953,NA,NA,26,0
Vanillic Acid,"L-Tryptophan, D3",0.4692215679383355,0.36416449378819343,NA,200825,Smp,20ppt3C_B,B,200825,NA,200825_Smp_20ppt3C_B Vanillic Acid,RP,0,Vanillic Acid_X_RP,0.62,76.75804953,NA,NA,26,0
Vanillin,Inj_vol,0.6375005020707009,0.6375005020707009,NA,200825,Smp,20ppt3C_B,B,200825,NA,200825_Smp_20ppt3C_B Vanillin,RP,0,Vanillin_X_RP,0.62,76.75804953,NA,NA,26,0
Vitamin B1,"Pyridoxal, D3",0.17902197531389755,0.06939483841903514,5316278,200825,Smp,20ppt3C_B,B,200825,4998539.235308131,200825_Smp_20ppt3C_B Vitamin B1,RP,5316278,Vitamin B1_X_RP,0.62,76.75804953,8062160.0569485985,65120.717187511524,7,0.7307692307692308
Vitamin B2,Inj_vol,0.08922108145730939,0.08922108145730939,742193,200825,Smp,20ppt3C_B,B,200825,742193,200825_Smp_20ppt3C_B Vitamin B2,RP,742193,Vitamin B2_X_RP,0.62,76.75804953,1197085.4838709678,9669.252990983343,11,0.5769230769230769
Vitamin B5,"Pyridoxal, D3",0.3358585039333279,0.178376118136365,993190,200825,Smp,20ppt3C_B,B,200825,933829.8680233959,200825_Smp_20ppt3C_B Vitamin B5,RP,993190,Vitamin B5_X_RP,0.62,76.75804953,1506177.2064893483,12165.888447418394,10,0.6153846153846154
Vitamin B6,"L-Tryptophan, D3",0.18022241270286093,0.11846570230736407,NA,200825,Smp,20ppt3C_B,B,200825,NA,200825_Smp_20ppt3C_B Vitamin B6,RP,0,Vitamin B6_X_RP,0.62,76.75804953,NA,NA,26,0
Vitamin B7,Inj_vol,0.3382320231072136,0.3382320231072136,NA,200825,Smp,20ppt3C_B,B,200825,NA,200825_Smp_20ppt3C_B Vitamin B7,RP,0,Vitamin B7_X_RP,0.62,76.75804953,NA,NA,26,0
Vitamin B9,"Pyridoxal, D3",0.45899962534879873,0.3327330064666297,NA,200825,Smp,20ppt3C_B,B,200825,NA,200825_Smp_20ppt3C_B Vitamin B9,RP,0,Vitamin B9_X_RP,0.62,76.75804953,NA,NA,26,0
Vitamin K2,"Pyridoxal, D3",0.3576983752115937,0.1497274003174979,NA,200825,Smp,20ppt3C_B,B,200825,NA,200825_Smp_20ppt3C_B Vitamin K2,RP,0,Vitamin K2_X_RP,0.62,76.75804953,NA,NA,26,0
Xanthine,"Indole 3 Acetic Acid, D5",0.22438185232386687,0.10399397034899559,42309276,200825,Smp,20ppt3C_B,B,200825,36930208.0630553,200825_Smp_20ppt3C_B Xanthine,RP,42309276,Xanthine_X_RP,0.62,76.75804953,59564851.714605324,481124.88904009416,3,0.8846153846153846
1-palmitoyl-2-oleoyl-sn-glycero-3-phosphocholine,"Pyridoxal, D3",0.40559102755442344,0.22087670624226607,NA,200825,Smp,20ppt3C_C,C,200825,NA,200825_Smp_20ppt3C_C 1-palmitoyl-2-oleoyl-sn-glycero-3-phosphocholine,RP,0,1-palmitoyl-2-oleoyl-sn-glycero-3-phosphocholine_X_RP,0.6,64.52739864,NA,NA,17,0
1-stearoyl-2-oleoyl-sn-glycero-3-phosphoethanolamine,Inj_vol,0.537899526020174,0.537899526020174,NA,200825,Smp,20ppt3C_C,C,200825,NA,200825_Smp_20ppt3C_C 1-stearoyl-2-oleoyl-sn-glycero-3-phosphoethanolamine,RP,0,1-stearoyl-2-oleoyl-sn-glycero-3-phosphoethanolamine_X_RP,0.6,64.52739864,NA,NA,17,0
"2,4 decadienal",Inj_vol,0.7083091452461996,0.7083091452461996,NA,200825,Smp,20ppt3C_C,C,200825,NA,"200825_Smp_20ppt3C_C 2,4 decadienal",RP,0,"2,4 decadienal_X_RP",0.6,64.52739864,NA,NA,17,0
"2,4 octadienal",Inj_vol,0.6603165844812365,0.6603165844812365,NA,200825,Smp,20ppt3C_C,C,200825,NA,"200825_Smp_20ppt3C_C 2,4 octadienal",RP,0,"2,4 octadienal_X_RP",0.6,64.52739864,NA,NA,17,0
3 Indolebutyric Acid,Inj_vol,0.3453492577105907,0.3453492577105907,NA,200825,Smp,20ppt3C_C,C,200825,NA,200825_Smp_20ppt3C_C 3 Indolebutyric Acid,RP,0,3 Indolebutyric Acid_X_RP,0.6,64.52739864,NA,NA,17,0
3 Indolepropionic Acid,Inj_vol,0.26548681911875144,0.26548681911875144,NA,200825,Smp,20ppt3C_C,C,200825,NA,200825_Smp_20ppt3C_C 3 Indolepropionic Acid,RP,0,3 Indolepropionic Acid_X_RP,0.6,64.52739864,NA,NA,17,0
3-Indoleacetonitrile,"Indole 3 Acetic Acid, D5",0.20443087139254643,0.02079674471266443,NA,200825,Smp,20ppt3C_C,C,200825,NA,200825_Smp_20ppt3C_C 3-Indoleacetonitrile,RP,0,3-Indoleacetonitrile_X_RP,0.6,64.52739864,NA,NA,17,0
3OC10-HSL,Inj_vol,0.20454390911357967,0.20454390911357967,NA,200825,Smp,20ppt3C_C,C,200825,NA,200825_Smp_20ppt3C_C 3OC10-HSL,RP,0,3OC10-HSL_X_RP,0.6,64.52739864,NA,NA,17,0
3OC12-HSL,Inj_vol,2.6268807039298925,2.6268807039298925,413953,200825,Smp,20ppt3C_C,C,200825,413953,200825_Smp_20ppt3C_C 3OC12-HSL,RP,413953,3OC12-HSL_X_RP,0.6,64.52739864,689921.6666666667,6415.150908367689,10,0.4117647058823529
3OC6-HSL,Inj_vol,0.7070188314295138,0.7070188314295138,NA,200825,Smp,20ppt3C_C,C,200825,NA,200825_Smp_20ppt3C_C 3OC6-HSL,RP,0,3OC6-HSL_X_RP,0.6,64.52739864,NA,NA,17,0
3OC8-HSL,"Pyridoxal, D3",0.629453070752051,0.49019044727562144,348679,200825,Smp,20ppt3C_C,C,200825,464282.9928013463,200825_Smp_20ppt3C_C 3OC8-HSL,RP,348679,3OC8-HSL_X_RP,0.6,64.52739864,773804.9880022438,7195.129550961646,11,0.3529411764705882
3OHC12-HSL,Inj_vol,0.3138469423918869,0.3138469423918869,NA,200825,Smp,20ppt3C_C,C,200825,NA,200825_Smp_20ppt3C_C 3OHC12-HSL,RP,0,3OHC12-HSL_X_RP,0.6,64.52739864,NA,NA,17,0
7-dehydrocholesterol,Inj_vol,0.4057659285593424,0.4057659285593424,NA,200825,Smp,20ppt3C_C,C,200825,NA,200825_Smp_20ppt3C_C 7-dehydrocholesterol,RP,0,7-dehydrocholesterol_X_RP,0.6,64.52739864,NA,NA,17,0
Abscisic Acid,Inj_vol,0.5948010832827125,0.5948010832827125,NA,200825,Smp,20ppt3C_C,C,200825,NA,200825_Smp_20ppt3C_C Abscisic Acid,RP,0,Abscisic Acid_X_RP,0.6,64.52739864,NA,NA,17,0
Acetosyringone,Inj_vol,0.24792455412610317,0.24792455412610317,NA,200825,Smp,20ppt3C_C,C,200825,NA,200825_Smp_20ppt3C_C Acetosyringone,RP,0,Acetosyringone_X_RP,0.6,64.52739864,NA,NA,17,0
Acetovanillone,Inj_vol,0.7897289637909989,0.7897289637909989,NA,200825,Smp,20ppt3C_C,C,200825,NA,200825_Smp_20ppt3C_C Acetovanillone,RP,0,Acetovanillone_X_RP,0.6,64.52739864,NA,NA,17,0
Adenosyl Methionine,"Pyridoxal, D3",0.20093786936184893,0.05518582534394999,12754672,200825,Smp,20ppt3C_C,C,200825,16983464.127061088,200825_Smp_20ppt3C_C Adenosyl Methionine,RP,12754672,Adenosyl Methionine_X_RP,0.6,64.52739864,28305773.545101814,263197.7188761671,4,0.7647058823529411
Agmatine,"Pyridoxal, D3",0.27964473821831304,0.11447681712334207,NA,200825,Smp,20ppt3C_C,C,200825,NA,200825_Smp_20ppt3C_C Agmatine,RP,0,Agmatine_X_RP,0.6,64.52739864,NA,NA,17,0
Aminobenzoic Acid,Inj_vol,0.5114016306311635,0.5114016306311635,NA,200825,Smp,20ppt3C_C,C,200825,NA,200825_Smp_20ppt3C_C Aminobenzoic Acid,RP,0,Aminobenzoic Acid_X_RP,0.6,64.52739864,NA,NA,17,0
C10-HSL,Inj_vol,0.9262008018419345,0.9262008018419345,NA,200825,Smp,20ppt3C_C,C,200825,NA,200825_Smp_20ppt3C_C C10-HSL,RP,0,C10-HSL_X_RP,0.6,64.52739864,NA,NA,17,0
C12-HSL,Inj_vol,0.20572058228250228,0.20572058228250228,NA,200825,Smp,20ppt3C_C,C,200825,NA,200825_Smp_20ppt3C_C C12-HSL,RP,0,C12-HSL_X_RP,0.6,64.52739864,NA,NA,17,0
C14-HSL,"L-Phenylalanine, D8",0.14169400209760427,0.08547569526667295,NA,200825,Smp,20ppt3C_C,C,200825,NA,200825_Smp_20ppt3C_C C14-HSL,RP,0,C14-HSL_X_RP,0.6,64.52739864,NA,NA,17,0
C4-HSL,"Indole 3 Acetic Acid, D5",0.49066820013581464,0.367452377816696,NA,200825,Smp,20ppt3C_C,C,200825,NA,200825_Smp_20ppt3C_C C4-HSL,RP,0,C4-HSL_X_RP,0.6,64.52739864,NA,NA,17,0
C6-HSL,Inj_vol,1.2210316309898446,1.2210316309898446,NA,200825,Smp,20ppt3C_C,C,200825,NA,200825_Smp_20ppt3C_C C6-HSL,RP,0,C6-HSL_X_RP,0.6,64.52739864,NA,NA,17,0
C8-HSL,Inj_vol,0.5414204917688966,0.5414204917688966,NA,200825,Smp,20ppt3C_C,C,200825,NA,200825_Smp_20ppt3C_C C8-HSL,RP,0,C8-HSL_X_RP,0.6,64.52739864,NA,NA,17,0
Caffeine,Inj_vol,0.48306858005634506,0.48306858005634506,NA,200825,Smp,20ppt3C_C,C,200825,NA,200825_Smp_20ppt3C_C Caffeine,RP,0,Caffeine_X_RP,0.6,64.52739864,NA,NA,17,0
Camalexin,Inj_vol,0.6476252141375256,0.6476252141375256,NA,200825,Smp,20ppt3C_C,C,200825,NA,200825_Smp_20ppt3C_C Camalexin,RP,0,Camalexin_X_RP,0.6,64.52739864,NA,NA,17,0
Carotene,Inj_vol,0.24876858783416217,0.24876858783416217,NA,200825,Smp,20ppt3C_C,C,200825,NA,200825_Smp_20ppt3C_C Carotene,RP,0,Carotene_X_RP,0.6,64.52739864,NA,NA,17,0
cinnamoyl-HSL,Inj_vol,0.715640120116691,0.715640120116691,NA,200825,Smp,20ppt3C_C,C,200825,NA,200825_Smp_20ppt3C_C cinnamoyl-HSL,RP,0,cinnamoyl-HSL_X_RP,0.6,64.52739864,NA,NA,17,0
Coenzyme B12,Inj_vol,1.0447508835915482,1.0447508835915482,NA,200825,Smp,20ppt3C_C,C,200825,NA,200825_Smp_20ppt3C_C Coenzyme B12,RP,0,Coenzyme B12_X_RP,0.6,64.52739864,NA,NA,17,0
Coenzyme Q1,Inj_vol,0.37887335009514855,0.37887335009514855,NA,200825,Smp,20ppt3C_C,C,200825,NA,200825_Smp_20ppt3C_C Coenzyme Q1,RP,0,Coenzyme Q1_X_RP,0.6,64.52739864,NA,NA,17,0
Coenzyme Q10,Inj_vol,0.21913840860552228,0.21913840860552228,NA,200825,Smp,20ppt3C_C,C,200825,NA,200825_Smp_20ppt3C_C Coenzyme Q10,RP,0,Coenzyme Q10_X_RP,0.6,64.52739864,NA,NA,17,0
Cys-Gly,Inj_vol,0.47254606595266346,0.47254606595266346,NA,200825,Smp,20ppt3C_C,C,200825,NA,200825_Smp_20ppt3C_C Cys-Gly,RP,0,Cys-Gly_X_RP,0.6,64.52739864,NA,NA,17,0
Decarboxylated S-Adenosylmethionine,Inj_vol,0.40109385236301076,0.40109385236301076,NA,200825,Smp,20ppt3C_C,C,200825,NA,200825_Smp_20ppt3C_C Decarboxylated S-Adenosylmethionine,RP,0,Decarboxylated S-Adenosylmethionine_X_RP,0.6,64.52739864,NA,NA,17,0
